     t     ,     r     ,     v     ,     p     ,     m     
   9.76001,   -0.93959,   -0.94095,    1.24084,    0.29250
   9.76801,   -0.94254,   -0.93673,    1.23332,    0.17027
   9.77601,   -0.94542,   -0.93719,    1.22588,    0.56179
   9.78401,   -0.94822,   -0.94814,    1.21839,    0.18528
   9.79201,   -0.95096,   -0.94723,    1.21074,    0.25131
   9.80001,   -0.95362,   -0.94678,    1.20311,    0.42927
   9.80801,   -0.95621,   -0.95327,    1.19550,    0.25628
   9.81601,   -0.95873,   -0.95452,    1.18791,    0.44446
   9.82401,   -0.96117,   -0.96193,    1.18021,    0.46481
   9.83201,   -0.96355,   -0.95843,    1.17254,    0.11385
   9.84001,   -0.96584,   -0.96224,    1.16492,    0.55643
   9.84801,   -0.96807,   -0.96717,    1.15719,    0.21570
   9.85601,   -0.97022,   -0.96799,    1.14938,    0.26156
   9.86401,   -0.97230,   -0.96447,    1.14164,    0.39900
   9.87201,   -0.97430,   -0.97461,    1.13392,    0.24147
   9.88001,   -0.97623,   -0.97429,    1.12619,    0.46542
   9.88801,   -0.97808,   -0.97820,    1.11836,    0.56224
   9.89601,   -0.97986,   -0.97738,    1.11048,    0.16570
   9.90401,   -0.98157,   -0.97870,    1.10265,    0.54741
   9.91201,   -0.98320,   -0.98151,    1.09490,    0.26789
   9.92002,   -0.98475,   -0.98496,    1.08702,    0.24782
   9.92802,   -0.98623,   -0.97870,    1.07907,    0.28880
   9.93602,   -0.98764,   -0.98697,    1.07125,    0.25350
   9.94402,   -0.98897,   -0.98896,    1.06331,    0.52342
   9.95202,   -0.99022,   -0.99172,    1.05542,    0.44747
   9.96002,   -0.99140,   -0.98781,    1.04754,    0.11724
   9.96802,   -0.99251,   -0.98882,    1.03969,    0.36179
   9.97602,   -0.99354,   -0.99330,    1.03170,    0.24522
   9.98402,   -0.99449,   -0.99258,    1.02365,    0.34740
   9.99202,   -0.99537,   -0.99011,    1.01566,    0.38348
  10.00002,   -0.99617,   -0.99416,    1.00780,    0.27714
  10.00802,   -0.99689,   -0.99491,    0.99976,    0.52689
  10.01602,   -0.99754,   -1.00061,    0.99174,    0.40027
  10.02402,   -0.99812,   -0.99287,    0.98379,    0.24822
  10.03202,   -0.99861,   -0.99445,    0.97591,    0.53365
  10.04002,   -0.99903,   -1.00222,    0.96794,    0.34604
  10.04802,   -0.99938,   -1.00140,    0.95986,    0.32632
  10.05602,   -0.99965,   -0.99534,    0.95186,    0.34730
  10.06402,   -0.99984,   -1.00015,    0.94392,    0.35306
  10.07202,   -0.99996,   -0.99855,    0.93594,    0.48091
  10.08002,   -1.00000,   -1.00504,    0.92781,    0.19676
  10.08802,   -0.99996,   -0.99632,    0.92087,    0.24837
  10.09602,   -0.99985,   -1.00090,    0.91242,    0.50345
  10.10402,   -0.99967,   -1.00037,    0.90440,    0.31092
  10.11202,   -0.99940,   -1.00253,    0.89634,    0.55586
  10.12002,   -0.99906,   -1.00015,    0.88839,    0.26676
  10.12803,   -0.99865,   -0.99625,    0.88037,    0.31845
  10.13603,   -0.99815,   -0.99445,    0.87243,    0.44648
  10.14403,   -0.99759,   -1.00385,    0.86441,    0.20829
  10.15203,   -0.99694,   -0.99253,    0.85646,    0.49403
  10.16003,   -0.99622,   -0.99929,    0.84851,    0.40340
  10.16803,   -0.99543,   -0.99738,    0.84046,    0.39416
  10.17603,   -0.99456,   -0.99577,    0.83246,    0.45107
  10.18403,   -0.99361,   -0.99330,    0.82448,    0.16214
  10.19203,   -0.99259,   -0.99438,    0.81654,    0.31064
  10.20003,   -0.99149,   -0.99373,    0.80858,    0.65246
  10.20803,   -0.99031,   -0.99258,    0.80056,    0.15502
  10.21603,   -0.98906,   -0.98781,    0.79277,    0.53250
  10.22403,   -0.98774,   -0.99577,    0.78487,    0.39625
  10.23203,   -0.98634,   -0.98896,    0.77684,    0.34140
  10.24003,   -0.98486,   -0.98539,    0.76888,    0.26115
  10.24803,   -0.98331,   -0.98582,    0.76104,    0.27755
  10.25603,   -0.98169,   -0.98625,    0.75326,    0.49234
  10.26403,   -0.97999,   -0.98496,    0.74541,    0.65121
  10.27203,   -0.97822,   -0.98028,    0.73743,    0.18954
  10.28003,   -0.97637,   -0.97738,    0.72963,    0.59769
  10.28803,   -0.97444,   -0.98283,    0.72180,    0.35479
  10.29603,   -0.97245,   -0.97607,    0.71394,    0.40692
  10.30403,   -0.97038,   -0.97072,    0.70614,    0.33191
  10.31203,   -0.96823,   -0.97331,    0.69845,    0.25691
  10.32003,   -0.96601,   -0.96976,    0.69066,    0.57360
  10.32803,   -0.96372,   -0.96924,    0.68292,    0.58511
  10.33603,   -0.96135,   -0.96717,    0.67522,    0.24060
  10.34404,   -0.95891,   -0.95922,    0.66747,    0.61837
  10.35204,   -0.95640,   -0.96952,    0.65976,    0.32985
  10.36004,   -0.95382,   -0.95603,    0.65202,    0.46860
  10.36804,   -0.95116,   -0.95203,    0.64439,    0.59719
  10.37604,   -0.94843,   -0.95390,    0.63679,    0.23752
  10.38404,   -0.94563,   -0.95135,    0.62917,    0.65099
  10.39204,   -0.94275,   -0.94814,    0.62158,    0.64740
  10.40004,   -0.93981,   -0.94601,    0.61396,    0.23182
  10.40804,   -0.93679,   -0.94266,    0.60653,    0.46223
  10.41604,   -0.93370,   -0.94385,    0.59898,    0.49430
  10.42404,   -0.93054,   -0.93657,    0.59138,    0.33310
  10.43204,   -0.92731,   -0.93268,    0.58384,    0.37538
  10.44004,   -0.92401,   -0.92779,    0.57646,    0.18878
  10.44804,   -0.92064,   -0.92499,    0.56911,    0.39894
  10.45604,   -0.91719,   -0.91888,    0.56170,    0.51247
  10.46404,   -0.91368,   -0.92528,    0.55430,    0.24455
  10.47204,   -0.91010,   -0.91207,    0.54699,    0.38355
  10.48004,   -0.90645,   -0.91097,    0.53971,    0.56326
  10.48804,   -0.90273,   -0.91454,    0.53238,    0.26487
  10.49604,   -0.89894,   -0.90872,    0.52504,    0.43951
  10.50404,   -0.89509,   -0.89903,    0.51780,    0.38022
  10.51204,   -0.89116,   -0.89558,    0.51063,    0.27515
  10.52004,   -0.88717,   -0.89532,    0.50357,    0.52616
  10.52804,   -0.88311,   -0.89230,    0.49645,    0.57881
  10.53604,   -0.87898,   -0.88633,    0.48927,    0.21439
  10.54404,   -0.87478,   -0.87899,    0.48222,    0.46545
  10.55204,   -0.87052,   -0.88259,    0.47518,    0.58427
  10.56005,   -0.86620,   -0.87137,    0.46813,    0.30127
  10.56805,   -0.86180,   -0.86993,    0.46115,    0.43539
  10.57605,   -0.85734,   -0.86749,    0.45428,    0.42709
  10.58405,   -0.85282,   -0.85929,    0.44738,    0.34253
  10.59205,   -0.84823,   -0.85728,    0.44047,    0.77169
  10.60005,   -0.84357,   -0.85594,    0.43362,    0.56507
  10.60805,   -0.83886,   -0.84695,    0.42681,    0.22114
  10.61605,   -0.83407,   -0.84084,    0.42013,    0.47741
  10.62405,   -0.82923,   -0.83964,    0.41350,    0.61671
  10.63205,   -0.82432,   -0.83362,    0.40681,    0.27282
  10.64005,   -0.81935,   -0.83022,    0.40016,    0.53423
  10.64805,   -0.81431,   -0.82317,    0.39352,    0.43451
  10.65605,   -0.80922,   -0.81946,    0.38694,    0.30937
  10.66405,   -0.80406,   -0.81368,    0.38042,    0.60134
  10.67205,   -0.79884,   -0.80812,    0.37384,    0.51184
  10.68005,   -0.79356,   -0.80771,    0.36743,    0.27993
  10.68805,   -0.78822,   -0.80745,    0.36103,    0.33287
  10.69605,   -0.78282,   -0.78099,    0.35479,    0.67576
  10.70405,   -0.77736,   -0.79362,    0.34848,    0.33199
  10.71205,   -0.77184,   -0.79316,    0.34199,    0.18660
  10.72005,   -0.76627,   -0.78199,    0.33567,    0.33624
  10.72805,   -0.76063,   -0.77687,    0.32947,    0.35364
  10.73605,   -0.75494,   -0.76572,    0.32334,    0.32018
  10.74405,   -0.74918,   -0.76308,    0.31727,    0.66315
  10.75205,   -0.74338,   -0.75855,    0.31117,    0.62464
  10.76005,   -0.73751,   -0.75431,    0.30516,    0.31657
  10.76805,   -0.73159,   -0.73916,    0.29920,    0.51713
  10.77606,   -0.72561,   -0.73425,    0.29326,    0.52952
  10.78406,   -0.71958,   -0.73739,    0.28743,    0.36390
  10.79206,   -0.71349,   -0.72430,    0.28152,    0.32544
  10.80006,   -0.70735,   -0.71788,    0.27576,    0.54132
  10.80806,   -0.70116,   -0.71011,    0.27003,    0.60462
  10.81606,   -0.69491,   -0.70784,    0.26438,    0.20506
  10.82406,   -0.68861,   -0.69669,    0.25879,    0.44640
  10.83206,   -0.68225,   -0.69420,    0.25319,    0.50465
  10.84006,   -0.67585,   -0.69015,    0.24761,    0.55781
  10.84806,   -0.66939,   -0.68346,    0.24215,    0.31598
  10.85606,   -0.66288,   -0.67174,    0.23674,    0.44546
  10.86406,   -0.65632,   -0.66508,    0.23142,    0.46305
  10.87206,   -0.64971,   -0.66508,    0.22614,    0.45012
  10.88006,   -0.64306,   -0.65508,    0.22084,    0.29480
  10.88806,   -0.63635,   -0.65038,    0.21560,    0.44465
  10.89606,   -0.62959,   -0.63833,    0.21048,    0.39617
  10.90406,   -0.62279,   -0.63689,    0.20543,    0.38836
  10.91206,   -0.61594,   -0.62649,    0.20036,    0.20764
  10.92006,   -0.60904,   -0.61932,    0.19538,    0.45417
  10.92806,   -0.60210,   -0.61316,    0.19035,    0.37520
  10.93606,   -0.59511,   -0.60969,    0.18549,    0.54037
  10.94406,   -0.58807,   -0.60038,    0.18066,    0.23252
  10.95206,   -0.58099,   -0.58768,    0.17589,    0.36210
  10.96006,   -0.57387,   -0.58476,    0.17129,    0.54764
  10.96806,   -0.56670,   -0.58023,    0.16672,    0.62130
  10.97606,   -0.55949,   -0.57503,    0.16207,    0.18630
  10.98407,   -0.55223,   -0.56513,    0.15745,    0.27014
  10.99207,   -0.54494,   -0.55822,    0.15296,    0.25226
  11.00007,   -0.53760,   -0.54770,    0.14854,    0.35136
  11.00807,   -0.53022,   -0.54102,    0.14420,    0.38944
  11.01607,   -0.52280,   -0.53867,    0.13990,    0.19354
  11.02407,   -0.51534,   -0.52731,    0.13566,    0.30285
  11.03207,   -0.50784,   -0.51923,    0.13150,    0.49862
  11.04007,   -0.50031,   -0.51211,    0.12729,    0.44007
  11.04807,   -0.49273,   -0.50811,    0.12320,    0.41715
  11.05607,   -0.48512,   -0.50104,    0.11923,    0.20094
  11.06407,   -0.47747,   -0.48910,    0.11533,    0.42113
  11.07207,   -0.46979,   -0.47865,    0.11151,    0.39352
  11.08007,   -0.46206,   -0.47532,    0.10771,    0.48286
  11.08807,   -0.45431,   -0.46858,    0.10399,    0.50095
  11.09607,   -0.44652,   -0.46221,    0.10025,    0.16297
  11.10407,   -0.43869,   -0.45276,    0.09652,    0.19115
  11.11207,   -0.43083,   -0.44366,    0.09288,    0.38208
  11.12007,   -0.42294,   -0.43407,    0.08933,    0.53227
  11.12807,   -0.41502,   -0.42654,    0.08594,    0.33146
  11.13607,   -0.40706,   -0.41911,    0.08255,    0.39509
  11.14407,   -0.39908,   -0.41084,    0.07929,    0.07722
  11.15207,   -0.39106,   -0.40394,    0.07639,    0.05430
  11.16007,   -0.38302,   -0.39625,    0.07302,    0.24497
  11.16807,   -0.37494,   -0.38858,    0.06991,    0.40508
  11.17607,   -0.36684,   -0.38462,    0.06684,    0.49393
  11.18407,   -0.35870,   -0.37304,    0.06380,    0.40981
  11.19207,   -0.35054,   -0.36648,    0.06079,    0.41719
  11.20008,   -0.34236,   -0.35941,    0.05789,    0.18038
  11.20808,   -0.33415,   -0.34723,    0.05509,    0.16732
  11.21608,   -0.32591,   -0.33680,    0.05236,    0.15422
  11.22408,   -0.31765,   -0.33331,    0.04974,    0.45133
  11.23208,   -0.30936,   -0.32278,    0.04716,    0.62632
  11.24008,   -0.30105,   -0.31279,    0.04460,    0.47065
  11.24808,   -0.29272,   -0.30924,    0.04212,    0.36072
  11.25608,   -0.28436,   -0.30392,    0.03968,    0.30667
  11.26408,   -0.27599,   -0.29357,    0.03730,    0.23731
  11.27208,   -0.26759,   -0.28412,    0.03501,    0.05091
  11.28008,   -0.25917,   -0.27398,    0.03270,    0.27138
  11.28808,   -0.25073,   -0.26337,    0.03052,    0.33412
  11.29608,   -0.24227,   -0.25771,    0.02846,    0.16790
  11.30408,   -0.23380,   -0.24762,    0.02641,    0.35261
  11.31208,   -0.22531,   -0.23676,    0.02456,    0.13543
  11.32008,   -0.21680,   -0.23041,    0.02270,    0.51839
  11.32808,   -0.20827,   -0.22113,    0.02090,    0.12815
  11.33608,   -0.19973,   -0.21763,    0.01918,    0.18039
  11.34408,   -0.19117,   -0.20455,    0.01753,   -0.09805
  11.35208,   -0.18259,   -0.20174,    0.01592,    0.13718
  11.36008,   -0.17401,   -0.18662,    0.01440,   -0.13629
  11.36808,   -0.16541,   -0.17979,    0.01294,    0.39385
  11.37608,   -0.15680,   -0.17267,    0.01155,   -0.00182
  11.38408,   -0.14817,   -0.16536,    0.01021,    0.36035
  11.39208,   -0.13954,   -0.15448,    0.00894,    0.24942
  11.40008,   -0.13089,   -0.14750,    0.00770,    0.16385
  11.40808,   -0.12223,   -0.14355,    0.00656,    0.36307
  11.41609,   -0.11357,   -0.12782,    0.00546,    0.19093
  11.42409,   -0.10489,   -0.12094,    0.00443,    0.16622
  11.43209,   -0.09621,   -0.10637,    0.00353,    0.21267
  11.44009,   -0.08752,   -0.10165,    0.00266,    0.47779
  11.44809,   -0.07883,   -0.09348,    0.00189,    0.25961
  11.45609,   -0.07012,   -0.08523,    0.00113,    0.05664
  11.46409,   -0.06142,   -0.07670,    0.00047,    0.09268
  11.47209,   -0.05270,   -0.06709,   -0.00008,    0.14900
  11.48009,   -0.04399,   -0.05714,   -0.00060,    0.18492
  11.48809,   -0.03527,   -0.04667,   -0.00104,    0.19534
  11.49609,   -0.02655,   -0.03780,   -0.00137,    0.04293
  11.50409,   -0.01782,   -0.02931,   -0.00167,   -0.07392
  11.51209,   -0.00910,   -0.02164,   -0.00185,   -0.28241
  11.52009,   -0.00037,   -0.01294,   -0.00194,   -0.25189
  11.52809,    0.00836,   -0.00925,   -0.00201,   -0.26818
  11.53609,    0.01708,   -0.00431,   -0.00201,    0.38156
  11.54409,    0.02581,    0.03010,   -0.00197,    0.41673
  11.55209,    0.03453,    0.03751,   -0.00164,    1.10716
  11.56009,    0.04325,    0.04736,   -0.00131,    1.11367
  11.56809,    0.05196,    0.04834,   -0.00095,    1.38471
  11.57609,    0.06068,    0.05048,   -0.00056,    1.21323
  11.58409,    0.06938,    0.05316,   -0.00017,    1.13333
  11.59209,    0.07809,    0.06165,    0.00026,    1.00257
  11.60009,    0.08678,    0.06783,    0.00085,    0.91253
  11.60809,    0.09547,    0.07763,    0.00144,    0.97000
  11.61609,    0.10416,    0.08578,    0.00209,    1.04782
  11.62409,    0.11283,    0.09269,    0.00283,    1.12060
  11.63210,    0.12150,    0.10199,    0.00361,    0.93903
  11.64010,    0.13015,    0.10920,    0.00447,    0.84906
  11.64810,    0.13880,    0.11965,    0.00540,    0.82522
  11.65610,    0.14744,    0.12727,    0.00643,    1.01502
  11.66410,    0.15606,    0.13727,    0.00751,    0.79793
  11.67210,    0.16468,    0.14599,    0.00869,    0.76394
  11.68010,    0.17328,    0.15328,    0.00986,    0.96903
  11.68810,    0.18187,    0.16318,    0.01117,    0.54852
  11.69610,    0.19044,    0.17207,    0.01250,    0.51966
  11.70410,    0.19900,    0.18305,    0.01392,    0.60780
  11.71210,    0.20754,    0.18897,    0.01539,    0.37044
  11.72010,    0.21607,    0.20021,    0.01693,    0.57050
  11.72810,    0.22458,    0.21128,    0.01855,    0.30264
  11.73610,    0.23308,    0.21826,    0.02023,    0.68583
  11.74410,    0.24156,    0.22703,    0.02197,    0.45359
  11.75210,    0.25001,    0.23707,    0.02386,    0.70457
  11.76010,    0.25845,    0.24359,    0.02579,    0.57407
  11.76810,    0.26687,    0.25464,    0.02774,    0.78437
  11.77610,    0.27527,    0.26595,    0.02989,    0.74037
  11.78410,    0.28365,    0.27231,    0.03206,    0.53361
  11.79210,    0.29201,    0.28053,    0.03430,    0.82533
  11.80010,    0.30034,    0.28901,    0.03657,    0.53210
  11.80810,    0.30866,    0.29853,    0.03896,    0.47796
  11.81610,    0.31694,    0.30418,    0.04137,    0.66798
  11.82410,    0.32521,    0.31432,    0.04384,    0.70032
  11.83210,    0.33345,    0.32003,    0.04639,    0.61060
  11.84011,    0.34166,    0.32683,    0.04900,    0.52596
  11.84811,    0.34985,    0.33299,    0.05165,    0.46677
  11.85611,    0.35801,    0.34416,    0.05430,    0.48896
  11.86411,    0.36615,    0.35169,    0.05708,    0.21615
  11.87211,    0.37425,    0.36288,    0.05995,    0.11120
  11.88011,    0.38233,    0.37024,    0.06289,    0.55560
  11.88811,    0.39038,    0.38069,    0.06595,    0.77618
  11.89611,    0.39840,    0.38671,    0.06901,    0.79841
  11.90411,    0.40639,    0.39339,    0.07216,    0.66296
  11.91211,    0.41434,    0.40121,    0.07531,    0.56820
  11.92011,    0.42227,    0.40833,    0.07853,    0.37172
  11.92811,    0.43016,    0.41633,    0.08182,    0.28206
  11.93611,    0.43803,    0.42688,    0.08522,    0.47724
  11.94411,    0.44585,    0.43512,    0.08866,    0.48932
  11.95211,    0.45365,    0.44349,    0.09215,    0.51156
  11.96011,    0.46141,    0.44989,    0.09574,    0.54399
  11.96811,    0.46913,    0.45638,    0.09939,    0.43400
  11.97611,    0.47682,    0.46408,    0.10315,    0.35453
  11.98411,    0.48447,    0.47254,    0.10688,    0.51411
  11.99211,    0.49209,    0.47918,    0.11069,    0.54654
  12.00011,    0.49967,    0.48419,    0.11453,    0.32973
  12.00811,    0.50721,    0.49116,    0.11835,    0.15362
  12.01611,    0.51471,    0.50377,    0.12232,    0.09958
  12.02411,    0.52217,    0.51525,    0.12641,    0.52250
  12.03211,    0.52959,    0.52419,    0.13062,    0.72251
  12.04011,    0.53697,    0.52309,    0.13487,    0.50542
  12.04811,    0.54431,    0.53018,    0.13901,    0.33918
  12.05612,    0.55161,    0.54020,    0.14329,    0.01525
  12.06412,    0.55887,    0.54931,    0.14763,    0.40849
  12.07212,    0.56609,    0.55734,    0.15206,    0.57791
  12.08012,    0.57326,    0.55985,    0.15659,    0.32005
  12.08812,    0.58039,    0.56554,    0.16110,    0.14863
  12.09612,    0.58747,    0.57788,    0.16569,    0.29257
  12.10412,    0.59451,    0.58234,    0.17030,    0.35001
  12.11212,    0.60150,    0.58962,    0.17496,    0.36674
  12.12012,    0.60845,    0.59259,    0.17969,    0.23087
  12.12812,    0.61535,    0.60523,    0.18448,    0.11533
  12.13612,    0.62221,    0.61529,    0.18937,    0.45246
  12.14412,    0.62902,    0.61853,    0.19436,    0.46911
  12.15212,    0.63578,    0.62589,    0.19936,    0.16025
  12.16012,    0.64249,    0.63027,    0.20444,    0.09039
  12.16812,    0.64915,    0.64058,    0.20947,    0.19348
  12.17612,    0.65576,    0.64715,    0.21456,    0.41861
  12.18412,    0.66233,    0.65072,    0.21974,    0.28261
  12.19212,    0.66884,    0.65887,    0.22503,    0.29407
  12.20012,    0.67530,    0.66632,    0.23030,    0.28009
  12.20812,    0.68171,    0.67267,    0.23570,    0.31696
  12.21612,    0.68807,    0.67510,    0.24103,   -0.02260
  12.22412,    0.69438,    0.68183,    0.24647,    0.00915
  12.23212,    0.70063,    0.69715,    0.25206,    0.33588
  12.24012,    0.70683,    0.69609,    0.25765,    0.26586
  12.24812,    0.71297,    0.69779,    0.26320,    0.00761
  12.25612,    0.71907,    0.71064,    0.26878,   -0.01667
  12.26412,    0.72510,    0.71440,    0.27453,    0.15231
  12.27213,    0.73108,    0.72023,    0.28032,    0.24496
