     t     ,     r     ,     v     ,     p     ,     m     
  20.84795,   -0.68151,   -0.66999,    1.59519,    0.01300
  20.85595,   -0.68787,   -0.68212,    1.58973,   -0.25280
  20.86395,   -0.69418,   -0.69310,    1.58417,   -0.20323
  20.87195,   -0.70043,   -0.67764,    1.57868,    0.09560
  20.87995,   -0.70663,   -0.70105,    1.57310,   -0.27187
  20.88795,   -0.71278,   -0.69798,    1.56761,   -0.21715
  20.89594,   -0.71887,   -0.71905,    1.56189,    0.00036
  20.90394,   -0.72491,   -0.70805,    1.55623,    0.22805
  20.91194,   -0.73089,   -0.73492,    1.55036,   -0.46995
  20.91994,   -0.73682,   -0.72550,    1.54454,   -0.25748
  20.92794,   -0.74269,   -0.73739,    1.53873,   -0.05005
  20.93594,   -0.74851,   -0.74300,    1.53286,   -0.04608
  20.94394,   -0.75427,   -0.74885,    1.52679,   -0.19977
  20.95194,   -0.75997,   -0.75012,    1.52074,    0.00263
  20.95994,   -0.76561,   -0.75268,    1.51467,    0.01175
  20.96794,   -0.77120,   -0.76380,    1.50858,   -0.29955
  20.97594,   -0.77672,   -0.76512,    1.50248,   -0.09709
  20.98394,   -0.78219,   -0.77413,    1.49630,    0.09011
  20.99194,   -0.78759,   -0.78413,    1.49006,   -0.18044
  20.99994,   -0.79294,   -0.78338,    1.48376,   -0.18137
  21.00794,   -0.79823,   -0.78617,    1.47748,    0.11271
  21.01594,   -0.80345,   -0.79403,    1.47124,    0.02025
  21.02394,   -0.80862,   -0.80122,    1.46482,   -0.08236
  21.03193,   -0.81372,   -0.80453,    1.45833,    0.05411
  21.03993,   -0.81876,   -0.80812,    1.45186,    0.10922
  21.04793,   -0.82374,   -0.81761,    1.44531,   -0.20695
  21.05593,   -0.82866,   -0.81888,    1.43893,    0.02623
  21.06393,   -0.83351,   -0.82166,    1.43228,    0.21364
  21.07193,   -0.83830,   -0.83566,    1.42561,   -0.17367
  21.07993,   -0.84303,   -0.83137,    1.41895,   -0.00656
  21.08793,   -0.84769,   -0.83362,    1.41230,    0.13515
  21.09593,   -0.85229,   -0.84848,    1.40558,   -0.09951
  21.10393,   -0.85682,   -0.84848,    1.39860,   -0.04424
  21.11193,   -0.86128,   -0.84731,    1.39171,    0.18910
  21.11993,   -0.86569,   -0.85553,    1.38493,   -0.01498
  21.12793,   -0.87002,   -0.85968,    1.37814,    0.00476
  21.13593,   -0.87429,   -0.86670,    1.37122,    0.19746
  21.14393,   -0.87849,   -0.87569,    1.36432,   -0.14897
  21.15193,   -0.88263,   -0.87319,    1.35726,   -0.15968
  21.15993,   -0.88670,   -0.87806,    1.35025,    0.14498
  21.16792,   -0.89070,   -0.88487,    1.34323,   -0.09965
  21.17592,   -0.89463,   -0.88782,    1.33607,   -0.02383
  21.18392,   -0.89850,   -0.88659,    1.32889,   -0.10058
  21.19192,   -0.90229,   -0.89776,    1.32176,   -0.18238
  21.19992,   -0.90602,   -0.89752,    1.31463,    0.03592
  21.20792,   -0.90968,   -0.90373,    1.30747,    0.24409
  21.21592,   -0.91327,   -0.91454,    1.30005,   -0.21405
  21.22392,   -0.91679,   -0.90867,    1.29284,    0.11623
  21.23192,   -0.92024,   -0.91461,    1.28644,    0.10066
  21.23992,   -0.92362,   -0.91977,    1.27861,   -0.02171
  21.24792,   -0.92693,   -0.92274,    1.27124,    0.17639
  21.25592,   -0.93017,   -0.92207,    1.26389,    0.08458
  21.26392,   -0.93334,   -0.92863,    1.25653,   -0.17505
  21.27192,   -0.93643,   -0.93105,    1.24903,    0.07906
  21.27992,   -0.93946,   -0.93839,    1.24150,    0.10431
  21.28792,   -0.94241,   -0.93597,    1.23404,   -0.21120
  21.29592,   -0.94530,   -0.93930,    1.22656,    0.04298
  21.30392,   -0.94811,   -0.94553,    1.21910,   -0.05886
  21.31191,   -0.95084,   -0.94647,    1.21148,    0.09363
  21.31991,   -0.95351,   -0.94601,    1.20385,    0.09866
  21.32791,   -0.95610,   -0.95358,    1.19626,   -0.05908
  21.33591,   -0.95862,   -0.95404,    1.18869,    0.21048
  21.34391,   -0.96107,   -0.95876,    1.18102,    0.21049
  21.35191,   -0.96345,   -0.96018,    1.17328,   -0.21676
  21.35991,   -0.96575,   -0.96193,    1.16572,    0.43434
  21.36791,   -0.96798,   -0.96574,    1.15797,    0.04276
  21.37591,   -0.97013,   -0.96895,    1.15022,    0.03776
  21.38391,   -0.97221,   -0.96367,    1.14247,    0.09381
  21.39191,   -0.97422,   -0.97283,    1.13475,    0.02782
  21.39991,   -0.97615,   -0.97379,    1.12700,    0.36368
  21.40791,   -0.97800,   -0.97789,    1.11921,    0.29265
  21.41591,   -0.97979,   -0.97691,    1.11130,   -0.05302
  21.42391,   -0.98150,   -0.97789,    1.10349,    0.17608
  21.43191,   -0.98313,   -0.98515,    1.09573,    0.14581
  21.43991,   -0.98469,   -0.98414,    1.08785,    0.05961
  21.44790,   -0.98617,   -0.97969,    1.07997,    0.03955
  21.45590,   -0.98758,   -0.98832,    1.07204,   -0.00591
  21.46390,   -0.98891,   -0.98939,    1.06421,    0.28434
  21.47190,   -0.99017,   -0.98968,    1.05626,    0.35590
  21.47990,   -0.99135,   -0.98966,    1.04836,   -0.11675
  21.48790,   -0.99246,   -0.99100,    1.04055,    0.24479
  21.49590,   -0.99349,   -0.99445,    1.03257,    0.04175
  21.50390,   -0.99445,   -0.99337,    1.02450,    0.12358
  21.51190,   -0.99533,   -0.98599,    1.01651,    0.17999
  21.51990,   -0.99613,   -0.99661,    1.00866,    0.06858
  21.52790,   -0.99686,   -0.99524,    1.00062,    0.43532
  21.53590,   -0.99752,   -1.00037,    0.99264,    0.32903
  21.54390,   -0.99809,   -0.99534,    0.98465,   -0.05189
  21.55190,   -0.99859,   -0.99387,    0.97678,    0.25895
  21.55990,   -0.99902,   -1.00061,    0.96880,    0.03574
  21.56790,   -0.99937,   -1.00037,    0.96070,    0.18896
  21.57590,   -0.99964,   -0.99661,    0.95268,    0.12857
  21.58389,   -0.99984,   -0.99855,    0.94475,    0.12922
  21.59189,   -0.99996,   -0.99951,    0.93678,    0.14518
  21.59989,   -1.00000,   -1.00459,    0.92870,    0.11027
  21.60789,   -0.99997,   -0.99661,    0.92069,    0.18221
  21.61589,   -0.99986,   -0.99814,    0.91276,    0.32030
  21.62389,   -0.99968,   -1.00087,    0.90475,    0.08709
  21.63189,   -0.99941,   -1.00133,    0.89671,    0.26082
  21.63989,   -0.99908,   -1.00015,    0.88873,    0.11921
  21.64789,   -0.99867,   -0.99761,    0.88076,    0.14040
  21.65589,   -0.99818,   -0.99387,    0.87279,    0.35996
  21.66389,   -0.99761,   -1.00519,    0.86478,    0.04549
  21.67189,   -0.99697,   -0.99387,    0.85678,    0.22440
  21.67989,   -0.99626,   -0.99951,    0.84887,    0.34741
  21.68789,   -0.99546,   -0.99766,    0.84082,    0.18050
  21.69589,   -0.99459,   -0.99814,    0.83277,    0.20179
  21.70389,   -0.99365,   -1.00989,    0.82474,   -0.15326
  21.71189,   -0.99263,   -1.00087,    0.81672,    0.24956
  21.71988,   -0.99154,   -0.99661,    0.80868,    0.29636
  21.72788,   -0.99037,   -0.99848,    0.80067,    0.07360
  21.73588,   -0.98912,   -0.99258,    0.79281,    0.33917
  21.74388,   -0.98780,   -1.00140,    0.78484,    0.19273
  21.75188,   -0.98640,   -0.99100,    0.77689,    0.17350
  21.75988,   -0.98493,   -0.98781,    0.76882,    0.17972
  21.76788,   -0.98338,   -0.98832,    0.76099,    0.07405
  21.77588,   -0.98176,   -0.98649,    0.75315,    0.25831
  21.78388,   -0.98006,   -0.98515,    0.74536,    0.50365
  21.79188,   -0.97829,   -0.98367,    0.73733,   -0.02921
  21.79988,   -0.97645,   -0.97820,    0.72954,    0.19072
  21.80788,   -0.97453,   -0.98333,    0.72171,    0.14619
  21.81588,   -0.97253,   -0.97691,    0.71381,    0.16781
  21.82388,   -0.97047,   -0.97024,    0.70605,    0.09279
  21.83188,   -0.96832,   -0.97379,    0.69829,    0.02797
  21.83988,   -0.96611,   -0.97024,    0.69054,    0.26327
  21.84788,   -0.96382,   -0.96976,    0.68278,    0.35616
  21.85588,   -0.96146,   -0.96574,    0.67502,    0.03708
  21.86387,   -0.95902,   -0.96097,    0.66735,    0.32838
  21.87187,   -0.95651,   -0.96926,    0.65963,    0.18228
  21.87987,   -0.95393,   -0.95843,    0.65193,    0.19387
  21.88787,   -0.95127,   -0.95016,    0.64426,    0.32755
  21.89587,   -0.94855,   -0.95498,    0.63667,    0.03400
  21.90387,   -0.94575,   -0.95327,    0.62903,    0.41187
  21.91187,   -0.94288,   -0.94553,    0.62145,    0.54560
  21.91987,   -0.93993,   -0.94846,    0.61385,    0.06390
  21.92787,   -0.93692,   -0.94004,    0.60638,    0.23328
  21.93587,   -0.93383,   -0.94601,    0.59887,    0.31112
  21.94387,   -0.93068,   -0.93764,    0.59126,    0.15500
  21.95187,   -0.92745,   -0.93223,    0.58372,    0.31936
  21.95987,   -0.92415,   -0.92779,    0.57634,    0.14802
  21.96787,   -0.92078,   -0.92528,    0.56894,    0.19541
  21.97587,   -0.91734,   -0.92046,    0.56151,    0.18179
  21.98387,   -0.91383,   -0.92528,    0.55413,    0.09697
  21.99187,   -0.91025,   -0.91540,    0.54682,    0.31227
  21.99986,   -0.90661,   -0.91183,    0.53956,    0.39025
  22.00786,   -0.90289,   -0.91454,    0.53221,    0.05624
  22.01586,   -0.89910,   -0.90673,    0.52490,    0.46997
  22.02386,   -0.89525,   -0.90100,    0.51761,    0.26825
  22.03186,   -0.89133,   -0.89536,    0.51048,    0.05128
  22.03986,   -0.88734,   -0.89642,    0.50339,    0.39384
  22.04786,   -0.88328,   -0.89299,    0.49631,    0.32950
  22.05586,   -0.87916,   -0.88779,    0.48912,    0.02612
  22.06386,   -0.87496,   -0.88005,    0.48203,    0.26191
  22.07186,   -0.87071,   -0.88192,    0.47506,    0.28409
  22.07986,   -0.86638,   -0.87319,    0.46796,    0.08757
  22.08786,   -0.86199,   -0.87137,    0.46098,    0.23185
  22.09586,   -0.85753,   -0.86711,    0.45412,    0.21339
  22.10386,   -0.85301,   -0.86006,    0.44722,    0.13898
  22.11186,   -0.84842,   -0.85867,    0.44032,    0.28840
  22.11986,   -0.84377,   -0.85550,    0.43348,    0.29541
  22.12786,   -0.83906,   -0.84671,    0.42664,   -0.05361
  22.13585,   -0.83428,   -0.84024,    0.41995,    0.18740
  22.14385,   -0.82944,   -0.83928,    0.41332,    0.21480
  22.15185,   -0.82453,   -0.83398,    0.40663,   -0.00192
  22.15985,   -0.81956,   -0.83178,    0.39997,    0.28491
  22.16785,   -0.81453,   -0.82317,    0.39335,    0.22588
  22.17585,   -0.80944,   -0.82106,    0.38674,   -0.04167
  22.18385,   -0.80428,   -0.81306,    0.38102,    0.24012
  22.19185,   -0.79906,   -0.80800,    0.37413,    0.30829
  22.19985,   -0.79379,   -0.80625,    0.36765,   -0.03551
  22.20785,   -0.78845,   -0.79465,    0.36136,    0.14967
  22.21585,   -0.78305,   -0.78832,    0.35508,    0.22299
  22.22385,   -0.77760,   -0.79321,    0.34876,    0.02671
  22.23185,   -0.77208,   -0.78137,    0.34236,    0.03392
  22.23985,   -0.76650,   -0.77687,    0.33607,    0.09708
  22.24785,   -0.76087,   -0.77236,    0.32987,    0.05853
  22.25585,   -0.75518,   -0.76153,    0.32377,   -0.05121
  22.26385,   -0.74943,   -0.75891,    0.31775,    0.30701
  22.27184,   -0.74362,   -0.75467,    0.31170,    0.37531
  22.27984,   -0.73776,   -0.75175,    0.30572,   -0.00906
  22.28784,   -0.73184,   -0.73739,    0.29973,    0.03383
  22.29584,   -0.72587,   -0.73492,    0.29386,    0.20390
  22.30384,   -0.71984,   -0.73425,    0.28797,    0.12474
  22.31184,   -0.71375,   -0.72528,    0.28214,   -0.01035
  22.31984,   -0.70761,   -0.71937,    0.27630,    0.07327
  22.32784,   -0.70142,   -0.70784,    0.27058,    0.13658
  22.33584,   -0.69518,   -0.70527,    0.26492,   -0.09513
  22.34384,   -0.68888,   -0.69638,    0.25933,    0.08517
  22.35184,   -0.68252,   -0.69144,    0.25375,    0.31126
  22.35984,   -0.67612,   -0.69034,    0.24820,    0.33901
  22.36784,   -0.66967,   -0.68394,    0.24268,   -0.05035
  22.37584,   -0.66316,   -0.66920,    0.23736,    0.04862
  22.38384,   -0.65660,   -0.66623,    0.23200,    0.13741
  22.39184,   -0.65000,   -0.66316,    0.22670,    0.27709
  22.39984,   -0.64334,   -0.66067,    0.22142,   -0.04609
  22.40784,   -0.63663,   -0.64595,    0.21619,    0.29706
  22.41583,   -0.62988,   -0.64063,    0.21107,    0.09596
  22.42383,   -0.62308,   -0.63231,    0.20605,    0.29162
  22.43183,   -0.61623,   -0.63006,    0.20097,   -0.01626
  22.43983,   -0.60933,   -0.61793,    0.19597,    0.30656
  22.44783,   -0.60239,   -0.61259,    0.19097,    0.25811
  22.45583,   -0.59540,   -0.60865,    0.18606,    0.47414
  22.46383,   -0.58837,   -0.60139,    0.18129,    0.18155
  22.47183,   -0.58129,   -0.58936,    0.17651,    0.28570
  22.47983,   -0.57417,   -0.58545,    0.17188,    0.44582
  22.48783,   -0.56700,   -0.57915,    0.16725,    0.53471
  22.49583,   -0.55979,   -0.57548,    0.16261,    0.14551
  22.50383,   -0.55254,   -0.56645,    0.15800,    0.23443
  22.51183,   -0.54525,   -0.55734,    0.15350,    0.29793
  22.51983,   -0.53791,   -0.54955,    0.14906,    0.21901
  22.52783,   -0.53053,   -0.54114,    0.14472,    0.40968
  22.53583,   -0.52312,   -0.53881,    0.14041,    0.21379
  22.54383,   -0.51566,   -0.52678,    0.13618,    0.34343
  22.55182,   -0.50816,   -0.52055,    0.13199,    0.32049
  22.55982,   -0.50063,   -0.51139,    0.12783,    0.52135
  22.56782,   -0.49306,   -0.50971,    0.12372,    0.45773
  22.57582,   -0.48544,   -0.50137,    0.11972,    0.23643
  22.58382,   -0.47780,   -0.49001,    0.11580,    0.48204
  22.59182,   -0.47011,   -0.48107,    0.11196,    0.51039
  22.59982,   -0.46239,   -0.47635,    0.10819,    0.50817
  22.60782,   -0.45464,   -0.46918,    0.10442,    0.61782
  22.61582,   -0.44685,   -0.46204,    0.10069,    0.23406
  22.62382,   -0.43903,   -0.45765,    0.09699,    0.24191
  22.63182,   -0.43117,   -0.44478,    0.09329,    0.35654
  22.63982,   -0.42328,   -0.43476,    0.08974,    0.51180
  22.64782,   -0.41536,   -0.42654,    0.08629,    0.26522
  22.65582,   -0.40740,   -0.42012,    0.08294,    0.34921
  22.66382,   -0.39942,   -0.41118,    0.07964,    0.13814
  22.67182,   -0.39140,   -0.40658,    0.07635,    0.14066
  22.67982,   -0.38336,   -0.40226,    0.07316,    0.27030
  22.68781,   -0.37528,   -0.39428,    0.07004,    0.57283
  22.69581,   -0.36718,   -0.38671,    0.06692,    0.57522
  22.70381,   -0.35905,   -0.37628,    0.06385,    0.56739
  22.71181,   -0.35089,   -0.37089,    0.06085,    0.48831
  22.71981,   -0.34271,   -0.36104,    0.05794,    0.37866
  22.72781,   -0.33450,   -0.34946,    0.05510,    0.19266
  22.73581,   -0.32626,   -0.33985,    0.05238,    0.25586
  22.74381,   -0.31800,   -0.33206,    0.04972,    0.61909
  22.75181,   -0.30971,   -0.32355,    0.04713,    0.92126
  22.75981,   -0.30140,   -0.31250,    0.04460,    0.55195
  22.76781,   -0.29307,   -0.30991,    0.04209,    0.41658
  22.77581,   -0.28472,   -0.30459,    0.03970,    0.36254
  22.78381,   -0.27634,   -0.29541,    0.03728,    0.36948
  22.79181,   -0.26794,   -0.28518,    0.03494,    0.05085
  22.79981,   -0.25953,   -0.27518,    0.03265,    0.32217
  22.80781,   -0.25109,   -0.26406,    0.03049,    0.44595
  22.81581,   -0.24263,   -0.25622,    0.02842,    0.19327
  22.82380,   -0.23416,   -0.24786,    0.02639,    0.54582
  22.83180,   -0.22567,   -0.23753,    0.02446,    0.14045
  22.83980,   -0.21716,   -0.22959,    0.02268,    0.60988
  22.84780,   -0.20863,   -0.22140,    0.02085,    0.22475
  22.85580,   -0.20009,   -0.21711,    0.01912,    0.25663
  22.86380,   -0.19153,   -0.20373,    0.01747,    0.02905
  22.87180,   -0.18296,   -0.20150,    0.01591,    0.21851
  22.87980,   -0.17437,   -0.18751,    0.01441,   -0.01427
  22.88780,   -0.16577,   -0.18362,    0.01291,    0.46502
  22.89580,   -0.15716,   -0.17190,    0.01153,    0.06426
  22.90380,   -0.14854,   -0.16665,    0.01020,    0.37049
  22.91180,   -0.13990,   -0.15793,    0.00891,    0.34602
  22.91980,   -0.13126,   -0.14875,    0.00773,    0.14346
  22.92780,   -0.12260,   -0.13926,    0.00657,    0.46476
  22.93580,   -0.11394,   -0.12876,    0.00551,    0.22141
  22.94380,   -0.10526,   -0.12001,    0.00449,    0.11025
  22.95180,   -0.09658,   -0.10671,    0.00355,    0.38558
  22.95979,   -0.08789,   -0.10347,    0.00264,    0.40146
  22.96779,   -0.07920,   -0.09463,    0.00189,    0.40201
  22.97579,   -0.07049,   -0.08485,    0.00120,    0.07189
  22.98379,   -0.06179,   -0.07706,    0.00052,    0.23000
  22.99179,   -0.05307,   -0.06630,   -0.00006,    0.28124
  22.99979,   -0.04436,   -0.05697,   -0.00056,    0.37310
  23.00779,   -0.03564,   -0.04815,   -0.00098,    0.35301
  23.01579,   -0.02692,   -0.03871,   -0.00136,    0.22095
  23.02379,   -0.01819,   -0.03001,   -0.00162,    0.09900
  23.03179,   -0.00947,   -0.02284,   -0.00184,   -0.05352
  23.03979,   -0.00074,   -0.01294,   -0.00196,   -0.14507
  23.04779,    0.00799,   -0.00925,   -0.00198,   -0.09590
  23.05579,    0.01671,   -0.00431,   -0.00199,    0.57905
  23.06379,    0.02544,    0.02593,   -0.00194,    0.62305
  23.07179,    0.03416,    0.03995,   -0.00163,    1.33598
  23.07979,    0.04288,    0.04626,   -0.00131,    1.20518
  23.08779,    0.05159,    0.04448,   -0.00092,    1.43042
  23.09579,    0.06031,    0.04923,   -0.00056,    1.42680
  23.10378,    0.06901,    0.05429,   -0.00014,    1.30621
  23.11178,    0.07772,    0.05942,    0.00031,    1.13475
  23.11978,    0.08641,    0.06814,    0.00088,    1.10066
  23.12778,    0.09511,    0.07483,    0.00147,    1.08184
  23.13578,    0.10379,    0.08574,    0.00201,    1.17493
  23.14378,    0.11246,    0.09257,    0.00285,    1.34942
  23.15178,    0.12113,    0.10230,    0.00362,    1.21364
  23.15978,    0.12979,    0.10975,    0.00452,    1.06771
  23.16778,    0.13843,    0.11905,    0.00543,    1.07947
  23.17578,    0.14707,    0.12763,    0.00643,    1.30996
  23.18378,    0.15570,    0.13710,    0.00751,    1.05725
  23.19178,    0.16431,    0.14690,    0.00867,    0.97750
  23.19978,    0.17291,    0.15361,    0.00984,    1.18769
  23.20778,    0.18150,    0.16591,    0.01116,    0.87398
  23.21578,    0.19008,    0.17377,    0.01245,    0.92142
  23.22378,    0.19864,    0.18024,    0.01389,    0.97904
  23.23178,    0.20718,    0.18751,    0.01538,    0.62976
  23.23977,    0.21571,    0.19879,    0.01688,    0.71794
  23.24777,    0.22422,    0.20989,    0.01849,    0.50093
  23.25577,    0.23272,    0.21996,    0.02018,    0.89430
  23.26377,    0.24120,    0.22789,    0.02199,    0.76379
  23.27177,    0.24966,    0.23738,    0.02378,    1.00967
  23.27977,    0.25810,    0.24536,    0.02575,    0.89444
  23.28777,    0.26652,    0.25301,    0.02771,    1.10984
  23.29577,    0.27492,    0.26027,    0.02975,    0.95392
  23.30377,    0.28330,    0.27000,    0.03193,    0.79803
  23.31177,    0.29165,    0.27986,    0.03416,    1.03887
  23.31977,    0.29999,    0.28518,    0.03644,    0.82196
  23.32777,    0.30830,    0.29517,    0.03879,    0.73221
  23.33577,    0.31659,    0.30339,    0.04114,    1.05956
  23.34377,    0.32486,    0.31156,    0.04362,    0.90370
  23.35177,    0.33310,    0.32089,    0.04614,    0.88518
  23.35977,    0.34131,    0.32398,    0.04875,    0.89719
  23.36777,    0.34950,    0.33393,    0.05139,    0.82274
  23.37576,    0.35767,    0.33954,    0.05407,    0.57535
  23.38376,    0.36580,    0.34960,    0.05686,    0.47041
  23.39176,    0.37391,    0.36012,    0.05964,    0.43156
  23.39976,    0.38199,    0.37074,    0.06258,    0.93700
  23.40776,    0.39004,    0.37947,    0.06559,    0.99990
  23.41576,    0.39806,    0.38687,    0.06866,    0.98652
  23.42376,    0.40605,    0.39464,    0.07179,    0.84599
  23.43176,    0.41401,    0.40190,    0.07492,    0.73089
  23.43976,    0.42193,    0.40768,    0.07817,    0.60562
  23.44776,    0.42983,    0.41659,    0.08144,    0.34302
  23.45576,    0.43769,    0.42740,    0.08481,    0.65009
  23.46376,    0.44552,    0.43457,    0.08824,    0.72322
  23.47176,    0.45332,    0.44164,    0.09173,    0.72511
  23.47976,    0.46108,    0.44855,    0.09537,    0.63038
  23.48776,    0.46880,    0.45492,    0.09903,    0.72384
  23.49576,    0.47649,    0.46508,    0.10270,    0.57316
  23.50376,    0.48415,    0.47086,    0.10648,    0.74292
  23.51175,    0.49177,    0.47980,    0.11028,    0.88725
  23.51975,    0.49934,    0.48330,    0.11406,    0.57380
  23.52775,    0.50689,    0.49071,    0.11797,    0.57063
  23.53575,    0.51439,    0.49902,    0.12190,    0.27243
  23.54375,    0.52185,    0.51374,    0.12596,    0.64959
  23.55175,    0.52928,    0.52338,    0.13017,    0.79873
  23.55975,    0.53666,    0.52755,    0.13440,    0.76985
  23.56775,    0.54400,    0.53296,    0.13860,    0.61887
  23.57575,    0.55130,    0.53701,    0.14285,    0.24408
  23.58375,    0.55856,    0.54785,    0.14718,    0.57119
  23.59175,    0.56578,    0.55724,    0.15158,    0.80672
  23.59975,    0.57295,    0.55985,    0.15607,    0.68619
  23.60775,    0.58008,    0.56645,    0.16064,    0.53514
  23.61575,    0.58717,    0.57539,    0.16519,    0.45527
  23.62375,    0.59421,    0.58040,    0.16984,    0.67039
  23.63175,    0.60121,    0.58893,    0.17450,    0.58540
  23.63975,    0.60816,    0.59586,    0.17920,    0.52582
  23.64775,    0.61506,    0.60213,    0.18396,    0.38485
  23.65574,    0.62192,    0.61501,    0.18889,    0.58973
  23.66374,    0.62873,    0.61932,    0.19386,    0.70304
  23.67174,    0.63549,    0.62318,    0.19885,    0.37890
  23.67974,    0.64220,    0.63231,    0.20390,    0.39553
  23.68774,    0.64887,    0.63749,    0.20894,    0.41214
  23.69574,    0.65548,    0.64715,    0.21406,    0.59658
  23.70374,    0.66205,    0.64887,    0.21919,    0.47075
  23.71174,    0.66856,    0.66850,    0.22452,    0.45169
  23.71974,    0.67503,    0.66817,    0.22984,    0.44280
  23.72774,    0.68144,    0.67557,    0.23523,    0.47458
  23.73574,    0.68780,    0.67713,    0.24066,    0.21642
  23.74374,    0.69411,    0.68308,    0.24608,    0.21255
  23.75174,    0.70036,    0.69909,    0.25160,    0.47317
  23.75974,    0.70657,    0.69779,    0.25729,    0.46926
  23.76774,    0.71271,    0.70271,    0.26287,    0.27715
  23.77574,    0.71881,    0.70949,    0.26846,    0.14096
  23.78374,    0.72485,    0.71445,    0.27419,    0.40149
  23.79173,    0.73083,    0.72512,    0.27998,    0.41786
  23.79973,    0.73676,    0.72821,    0.28582,    0.31213
  23.80773,    0.74263,    0.73610,    0.29171,    0.35390
  23.81573,    0.74845,    0.73792,    0.29765,    0.34986
  23.82373,    0.75421,    0.74324,    0.30354,    0.02028
  23.83173,    0.75991,    0.74863,    0.30947,    0.05180
  23.83973,    0.76555,    0.75951,    0.31549,    0.49531
  23.84773,    0.77114,    0.76342,    0.32160,    0.32843
  23.85573,    0.77666,    0.76778,    0.32767,    0.12593
  23.86373,    0.78213,    0.77377,    0.33383,    0.11668
  23.87173,    0.78754,    0.77785,    0.34008,    0.37699
  23.87973,    0.79289,    0.78374,    0.34643,    0.30160
  23.88773,    0.79817,    0.78756,    0.35281,    0.19055
  23.89573,    0.80340,    0.79153,    0.35910,    0.25753
  23.90373,    0.80856,    0.79896,    0.36536,    0.05490
  23.91173,    0.81367,    0.80479,    0.37172,   -0.05618
  23.91973,    0.81871,    0.81368,    0.37825,    0.35659
  23.92772,    0.82369,    0.81668,    0.38481,    0.16408
  23.93572,    0.82861,    0.82166,    0.39136,   -0.23191
  23.94372,    0.83346,    0.82739,    0.39795,    0.23676
  23.95172,    0.83825,    0.83206,    0.40465,    0.23238
  23.95972,    0.84298,    0.83470,    0.41129,   -0.00599
  23.96772,    0.84764,    0.84522,    0.41789,    0.16760
  23.97572,    0.85224,    0.84561,    0.42463,    0.10722
  23.98372,    0.85677,    0.84522,    0.43137,   -0.01933
  23.99172,    0.86124,    0.86210,    0.43818,    0.23558
  23.99972,    0.86564,    0.86262,    0.44519,    0.28195
  24.00772,    0.86998,    0.86049,    0.45205,   -0.05828
  24.01572,    0.87424,    0.87202,    0.45894,    0.07959
  24.02372,    0.87845,    0.87411,    0.46587,    0.15640
  24.03172,    0.88258,    0.87710,    0.47288,    0.06533
  24.03972,    0.88665,    0.88237,    0.48000,    0.21841
  24.04772,    0.89066,    0.88542,    0.48702,    0.09169
  24.05572,    0.89459,    0.88460,    0.49413,   -0.08082
  24.06371,    0.89845,    0.89642,    0.50128,    0.23495
  24.07171,    0.90225,    0.89438,    0.50840,    0.13360
  24.07971,    0.90598,    0.89987,    0.51553,   -0.29836
  24.08771,    0.90964,    0.90603,    0.52275,    0.15975
  24.09571,    0.91323,    0.90716,    0.53007,    0.03292
  24.10371,    0.91675,    0.91253,    0.53741,    0.03321
  24.11171,    0.92020,    0.91540,    0.54470,    0.18609
  24.11971,    0.92358,    0.91454,    0.55201,   -0.17479
  24.12771,    0.92689,    0.92250,    0.55929,   -0.22542
  24.13571,    0.93013,    0.93223,    0.56670,    0.18171
  24.14371,    0.93330,    0.92410,    0.57415,   -0.29622
  24.15171,    0.93640,    0.93578,    0.58154,   -0.06716
  24.15971,    0.93943,    0.93554,    0.58903,    0.08558
  24.16771,    0.94238,    0.93719,    0.59665,    0.09080
  24.17571,    0.94527,    0.94266,    0.60418,    0.13160
  24.18371,    0.94808,    0.94371,    0.61168,   -0.08704
  24.19171,    0.95082,    0.94263,    0.61918,   -0.27516
  24.19971,    0.95348,    0.95095,    0.62677,    0.18265
  24.20770,    0.95608,    0.94893,    0.63439,   -0.04113
  24.21570,    0.95860,    0.95495,    0.64195,   -0.24967
  24.22370,    0.96105,    0.96320,    0.64960,    0.11652
  24.23170,    0.96342,    0.95752,    0.65735,   -0.20396
  24.23970,    0.96572,    0.96471,    0.66509,    0.06045
  24.24770,    0.96795,    0.96499,    0.67279,   -0.02101
  24.25570,    0.97011,    0.96272,    0.68050,   -0.23984
  24.26370,    0.97219,    0.97494,    0.68826,    0.13643
  24.27170,    0.97419,    0.96976,    0.69606,    0.10575
  24.27970,    0.97613,    0.97535,    0.70377,   -0.26064
  24.28770,    0.97798,    0.97760,    0.71155,    0.12573
  24.29570,    0.97977,    0.97691,    0.71942,    0.05429
  24.30370,    0.98148,    0.98160,    0.72624,    0.19139
  24.31170,    0.98311,    0.98268,    0.73457,   -0.01741
  24.31970,    0.98467,    0.97873,    0.74247,   -0.04822
  24.32770,    0.98616,    0.98896,    0.75038,    0.14985
  24.33570,    0.98757,    0.98340,    0.75821,    0.08339
  24.34369,    0.98890,    0.98649,    0.76598,   -0.35438
  24.35169,    0.99016,    0.99215,    0.77396,    0.16914
  24.35969,    0.99134,    0.98697,    0.78191,   -0.03470
  24.36769,    0.99245,    0.99203,    0.78992,    0.13783
  24.37569,    0.99348,    0.99098,    0.79779,    0.04076
  24.38369,    0.99444,    0.99011,    0.80565,   -0.17333
  24.39169,    0.99532,    0.99855,    0.81364,    0.28396
