t, r, v, p, to
19.272062, -0.933135, -0.919693, 0.631378, 0.185046
19.280062, -0.939268, -0.927507, 0.623932, 0.481065
19.288061, -0.945114, -0.944117, 0.616474, 0.080321
19.296061, -0.950672, -0.941073, 0.608980, 0.259545
19.304060, -0.955941, -0.949917, 0.601450, 0.530412
19.312059, -0.960918, -0.955046, 0.593776, 0.145218
19.320059, -0.965603, -0.960919, 0.586066, 0.217921
19.328058, -0.969994, -0.966216, 0.578332, 0.153358
19.336058, -0.974089, -0.967294, 0.570634, 0.149941
19.344057, -0.977888, -0.969427, 0.562911, 0.451798
19.352057, -0.981389, -0.982946, 0.555129, 0.260373
19.360056, -0.984591, -0.977457, 0.547311, 0.206361
19.368055, -0.987493, -0.984048, 0.539469, 0.462731
19.376055, -0.990094, -0.987380, 0.531554, 0.220702
19.384054, -0.992393, -0.994115, 0.523604, 0.436552
19.392054, -0.994391, -0.993660, 0.515629, 0.255752
19.400053, -0.996085, -0.992749, 0.507762, 0.314095
19.408052, -0.997476, -0.993875, 0.499860, 0.377627
19.416052, -0.998563, -1.004829, 0.491837, 0.181822
19.424051, -0.999346, -0.997974, 0.483802, 0.510020
19.432051, -0.999825, -1.003103, 0.475852, 0.441560
19.440050, -0.999999, -1.001665, 0.467804, 0.291798
19.448050, -0.999869, -1.002312, 0.459818, 0.248934
19.456049, -0.999434, -1.003678, 0.451819, 0.195989
19.464048, -0.998694, -1.001162, 0.443808, 0.504262
19.472048, -0.997651, -1.002312, 0.435736, 0.512508
19.480047, -0.996303, -1.001617, 0.427701, 0.169873
19.488047, -0.994652, -0.994786, 0.419774, 0.575033
19.496046, -0.992698, -1.005764, 0.411906, 0.374972
19.504045, -0.990442, -0.993660, 0.403918, 0.342855
19.512045, -0.987884, -0.990280, 0.395907, 0.351500
19.520044, -0.985025, -0.996368, 0.387919, 0.161857
19.528044, -0.981866, -0.990496, 0.379992, 0.501252
19.536043, -0.978408, -0.990280, 0.372076, 0.433835
19.544043, -0.974652, -0.980956, 0.364244, 0.229145
19.552042, -0.970599, -0.977673, 0.356508, 0.568773
19.560041, -0.966251, -0.984264, 0.348700, 0.272669
19.568041, -0.961608, -0.969595, 0.340796, 0.307252
19.576040, -0.956672, -0.961542, 0.332963, 0.260523
19.584040, -0.951445, -0.965569, 0.325263, 0.183323
19.592039, -0.945928, -0.958354, 0.317646, 0.619941
19.600039, -0.940123, -0.954831, 0.310030, 0.639522
19.608038, -0.934032, -0.946370, 0.302438, 0.231911
19.616037, -0.927656, -0.941073, 0.294881, 0.480506
19.624037, -0.920998, -0.937118, 0.287396, 0.418896
19.632036, -0.914059, -0.925733, 0.279899, 0.316642
19.640036, -0.906841, -0.916337, 0.272487, 0.316173
19.648035, -0.899348, -0.913988, 0.265170, 0.290336
19.656034, -0.891580, -0.903778, 0.257913, 0.310323
19.664034, -0.883541, -0.894023, 0.250656, 0.640645
19.672033, -0.875233, -0.894838, 0.243482, 0.243644
19.680033, -0.866658, -0.877461, 0.236369, 0.467259
19.688032, -0.857819, -0.871756, 0.229388, 0.599340
19.696032, -0.848719, -0.867681, 0.222370, 0.299139
19.704031, -0.839360, -0.855841, 0.215545, 0.507609
19.712030, -0.829746, -0.843401, 0.208743, 0.482165
19.720030, -0.819879, -0.840837, 0.202001, 0.263477
19.728029, -0.809762, -0.826743, 0.195284, 0.370349
19.736029, -0.799399, -0.814256, 0.188698, 0.655293
19.744028, -0.788792, -0.810205, 0.182185, 0.223090
19.752028, -0.777945, -0.791270, 0.175719, 0.314814
19.760027, -0.766861, -0.784775, 0.169433, 0.320114
19.768026, -0.755543, -0.778543, 0.163255, 0.371217
19.776026, -0.743996, -0.763898, 0.157064, 0.279934
19.784025, -0.732221, -0.754766, 0.150995, 0.392141
19.792025, -0.720224, -0.739498, 0.144984, 0.448420
19.800024, -0.708007, -0.732260, 0.139070, 0.153756
19.808023, -0.695575, -0.715769, 0.133336, 0.454243
19.816023, -0.682930, -0.704864, 0.127626, 0.515668
19.824022, -0.670078, -0.697218, 0.122011, 0.251611
19.832022, -0.657022, -0.678091, 0.116565, 0.216439
19.840021, -0.643765, -0.665460, 0.111262, 0.400009
19.848021, -0.630312, -0.649377, 0.105960, 0.308937
19.856020, -0.616668, -0.643648, 0.100801, 0.217860
19.864019, -0.602835, -0.626894, 0.095618, 0.208198
19.872019, -0.588819, -0.612226, 0.090616, 0.376562
19.880018, -0.574624, -0.593698, 0.085781, 0.316038
19.888018, -0.560253, -0.587682, 0.081030, 0.301311
19.896017, -0.545712, -0.571240, 0.076399, 0.037358
19.904016, -0.531005, -0.553838, 0.071948, 0.363417
19.912016, -0.516136, -0.542286, 0.067569, 0.450430
19.920015, -0.501110, -0.529942, 0.063298, 0.450979
19.928015, -0.485931, -0.515537, 0.059099, -0.031698
19.936014, -0.470604, -0.496434, 0.055044, 0.060391
19.944014, -0.455133, -0.479848, 0.051145, 0.400000
19.952013, -0.439525, -0.462639, 0.047378, 0.445511
19.960012, -0.423782, -0.448138, 0.043719, 0.434888
19.968012, -0.407910, -0.436896, 0.040216, 0.439347
19.976011, -0.391914, -0.422707, 0.036712, 0.265588
19.984011, -0.375798, -0.403149, 0.033401, 0.259473
19.992010, -0.359569, -0.386107, 0.030233, 0.288789
20.000010, -0.343229, -0.369976, 0.027174, 0.134755
20.008009, -0.326785, -0.350562, 0.024271, 0.005961
20.016008, -0.310242, -0.338051, 0.021583, 0.309285
20.024008, -0.293604, -0.325251, 0.018992, 0.180052
20.032007, -0.276876, -0.308905, 0.016460, 0.274396
20.040007, -0.260064, -0.287070, 0.014097, -0.012980
20.048006, -0.243173, -0.275709, 0.011865, 0.070717
20.056005, -0.226208, -0.257421, 0.009718, 0.316954
20.064005, -0.209174, -0.240115, 0.007714, 0.049213
20.072004, -0.192077, -0.224057, 0.005843, 0.417032
20.080004, -0.174920, -0.205002, 0.004127, 0.057247
20.088003, -0.157711, -0.187409, 0.002543, 0.455091
20.096003, -0.140453, -0.172548, 0.001019, -0.047621
20.104002, -0.123153, -0.154476, -0.000335, -0.021588
20.112001, -0.105815, -0.138345, -0.001475, 0.014341
20.120001, -0.088445, -0.119003, -0.002543, -0.346713
20.128000, -0.071048, -0.099085, -0.003394, -0.194297
20.136000, -0.053630, -0.083242, -0.004127, -0.133705
20.143999, -0.036195, -0.062341, -0.004762, -0.139496
20.151999, -0.018749, -0.039691, -0.005182, -0.181151
20.159998, -0.001297, -0.023776, -0.005482, -0.396014
20.167997, 0.016155, -0.011768, -0.005602, -0.438198
20.175997, 0.033602, -0.007621, -0.005638, -0.001259
20.183996, 0.051039, 0.044892, -0.005531, 0.476104
20.191996, 0.068460, 0.061862, -0.005182, 0.685715
20.199995, 0.085861, 0.073223, -0.004583, 0.900415
20.207994, 0.103235, 0.078328, -0.004019, 0.754011
20.215994, 0.120578, 0.092590, -0.003347, 0.500824
20.223993, 0.137884, 0.109871, -0.002507, 0.283283
20.231993, 0.155149, 0.125738, -0.001595, 0.477751
20.239992, 0.172366, 0.139879, -0.000503, 0.743457
20.247992, 0.189530, 0.157472, 0.000683, 0.525982
20.255991, 0.206637, 0.176120, 0.002063, 0.679842
20.263990, 0.223680, 0.191939, 0.003551, 0.818459
20.271990, 0.240656, 0.208405, 0.005183, 0.524764
20.279989, 0.257558, 0.221732, 0.006994, 0.673600
20.287989, 0.274382, 0.241913, 0.008842, 0.420631
20.295988, 0.291123, 0.257229, 0.010833, 0.391473
20.303988, 0.307774, 0.273719, 0.012933, 0.413207
20.311987, 0.324332, 0.292486, 0.015188, 0.129763
20.319986, 0.340791, 0.309240, 0.017564, 0.059972
20.327986, 0.357147, 0.331052, 0.020096, 0.275023
20.335985, 0.373393, 0.347806, 0.022735, 0.296800
20.343985, 0.389526, 0.364775, 0.025591, 0.293154
20.351984, 0.405540, 0.378965, 0.028518, 0.274264
20.359983, 0.421431, 0.393466, 0.031602, 0.214667
20.367983, 0.437193, 0.409093, 0.034841, 0.272089
20.375982, 0.452822, 0.424816, 0.038452, 0.095504
20.383982, 0.468313, 0.443656, 0.041919, 0.269899
20.391981, 0.483662, 0.460721, 0.045542, 0.306954
20.399981, 0.498863, 0.475078, 0.049273, 0.211765
20.407980, 0.513912, 0.487086, 0.053125, 0.014815
20.415979, 0.528805, 0.499478, 0.057132, 0.041674
20.423979, 0.543536, 0.519779, 0.061139, 0.101829
20.431978, 0.558103, 0.540081, 0.065386, 0.378783
20.439978, 0.572499, 0.551130, 0.069741, 0.325059
20.447977, 0.586720, 0.567045, 0.074204, 0.149157
20.455976, 0.600763, 0.577376, 0.078762, -0.087864
20.463976, 0.614623, 0.593602, 0.083430, 0.066681
20.471975, 0.628296, 0.608654, 0.088300, 0.165180
20.479975, 0.641778, 0.618218, 0.093183, 0.207641
20.487974, 0.655064, 0.630058, 0.098269, -0.090776
20.495974, 0.668150, 0.649736, 0.103404, 0.017618
20.503973, 0.681033, 0.662224, 0.108659, 0.166625
20.511972, 0.693708, 0.670709, 0.113925, 0.117169
20.519972, 0.706173, 0.683172, 0.119324, -0.095164
20.527971, 0.718422, 0.701053, 0.124830, 0.012881
20.535971, 0.730452, 0.716728, 0.130517, 0.253059
20.543970, 0.742260, 0.721714, 0.136275, -0.030748
20.551970, 0.753841, 0.733937, 0.142081, -0.238358
20.559969, 0.765193, 0.753040, 0.148068, 0.006635
20.567968, 0.776312, 0.759847, 0.154102, 0.134543
20.575968, 0.787195, 0.766463, 0.160244, -0.154734
20.583967, 0.797838, 0.781994, 0.166482, -0.159264
20.591967, 0.808237, 0.793691, 0.172696, 0.029388
20.599966, 0.818391, 0.801193, 0.179090, -0.138089
20.607965, 0.828295, 0.813848, 0.185519, -0.341276
20.615965, 0.837947, 0.825137, 0.192070, 0.040380
20.623964, 0.847344, 0.832328, 0.198811, -0.163004
20.631964, 0.856483, 0.841939, 0.205529, -0.193537
20.639963, 0.865361, 0.852773, 0.212294, -0.010536
20.647963, 0.873975, 0.857279, 0.219096, -0.036186
20.655962, 0.882323, 0.869167, 0.226029, -0.209420
20.663961, 0.890402, 0.878204, 0.233034, -0.041972
20.671961, 0.898210, 0.882973, 0.240100, -0.306959
20.679960, 0.905745, 0.890811, 0.247165, -0.465221
20.687960, 0.913003, 0.904089, 0.254410, -0.038656
20.695959, 0.919984, 0.910705, 0.261655, -0.156428
20.703959, 0.926684, 0.917728, 0.268960, -0.381096
20.711958, 0.933102, 0.926907, 0.276349, -0.061631
20.719957, 0.939236, 0.929856, 0.283786, -0.240707
20.727957, 0.945083, 0.936423, 0.291258, -0.257131
20.735956, 0.950643, 0.943398, 0.298815, -0.136316
20.743956, 0.955914, 0.940042, 0.306396, -0.336019
20.751955, 0.960893, 0.957515, 0.313916, -0.174691
20.759954, 0.965579, 0.960487, 0.321605, -0.191483
20.767954, 0.969972, 0.962381, 0.329245, -0.437250
20.775953, 0.974068, 0.969523, 0.337030, -0.149029
20.783953, 0.977869, 0.973406, 0.344837, -0.094890
20.791952, 0.981371, 0.978032, 0.352730, -0.264629
20.799952, 0.984574, 0.981124, 0.360478, -0.164886
20.807951, 0.987478, 0.975348, 0.368214, -0.522997
20.815950, 0.990081, 0.991718, 0.376118, -0.179291
20.823950, 0.992382, 0.989681, 0.384057, -0.273085
20.831949, 0.994381, 0.993372, 0.391985, -0.595875
20.839949, 0.996077, 0.997614, 0.400009, -0.120156
20.847948, 0.997470, 0.994379, 0.407996, -0.143025
20.855947, 0.998558, 0.998981, 0.415900, -0.308372
20.863947, 0.999343, 1.001785, 0.423827, -0.275438
20.871946, 0.999823, 0.994738, 0.431790, -0.379926
20.879946, 0.999999, 1.005476, 0.439813, -0.143703
20.887945, 0.999870, 1.000898, 0.447897, -0.222926
20.895945, 0.999437, 1.005476, 0.455884, -0.490417
20.903944, 0.998699, 1.005788, 0.463895, -0.167972
20.911943, 0.997657, 0.997614, 0.471846, -0.145705
20.919943, 0.996311, 1.006674, 0.479917, -0.271003
20.927942, 0.994662, 0.998981, 0.487964, -0.264153
20.935942, 0.992709, 0.992869, 0.495951, -0.481175
20.943941, 0.990455, 0.997662, 0.503913, -0.169288
20.951941, 0.987898, 0.992581, 0.511816, -0.350842
20.959940, 0.985041, 0.995769, 0.519694, -0.476534
20.967939, 0.981884, 0.990544, 0.527717, -0.139421
20.975939, 0.978427, 0.984671, 0.535667, -0.361891
20.983938, 0.974673, 0.984144, 0.543558, -0.258909
20.991938, 0.970622, 0.976906, 0.551364, -0.206839
20.999937, 0.966275, 0.975635, 0.559110, -0.648239
21.007936, 0.961633, 0.974533, 0.566929, -0.199562
21.015936, 0.956699, 0.963891, 0.574651, -0.534271
21.023935, 0.951474, 0.965425, 0.582325, -0.421432
21.031935, 0.945958, 0.960967, 0.590083, -0.227276
21.039934, 0.940155, 0.949893, 0.597757, -0.363802
21.047934, 0.934065, 0.946466, 0.605359, -0.225708
21.055933, 0.927691, 0.936734, 0.612829, -0.392873
21.063932, 0.921034, 0.931054, 0.620299, -0.544824
21.071932, 0.914096, 0.928226, 0.627673, -0.147495
21.079931, 0.906880, 0.919837, 0.635131, -0.411464
21.087931, 0.899388, 0.916553, 0.642457, -0.497451
21.095930, 0.891622, 0.907853, 0.649746, -0.196933
21.103930, 0.883584, 0.897930, 0.657000, -0.247419
21.111929, 0.875277, 0.892585, 0.664146, -0.303054
21.119928, 0.866704, 0.882182, 0.671268, -0.302757
21.127928, 0.857867, 0.868520, 0.678270, -0.221149
21.135927, 0.848768, 0.866699, 0.685175, -0.363371
21.143927, 0.839411, 0.858286, 0.692105, -0.256418
21.151926, 0.829798, 0.843641, 0.698879, -0.490273
21.159925, 0.819932, 0.843281, 0.705605, -0.459701
21.167925, 0.809817, 0.829116, 0.712259, -0.190084
21.175924, 0.799455, 0.816413, 0.718853, -0.368107
21.183924, 0.788849, 0.809774, 0.725327, -0.347815
21.191923, 0.778003, 0.799132, 0.731789, -0.210550
21.199923, 0.766921, 0.786956, 0.738130, -0.358156
21.207922, 0.755604, 0.772167, 0.744424, -0.541411
21.215921, 0.744058, 0.767589, 0.750538, -0.149922
21.223921, 0.732284, 0.753735, 0.756616, -0.206057
21.231920, 0.720288, 0.739163, 0.762514, -0.587764
21.239920, 0.708072, 0.735136, 0.768376, -0.359109
21.247919, 0.695641, 0.719053, 0.774287, -0.125396
21.255919, 0.682998, 0.707309, 0.779981, -0.324055
21.263918, 0.670147, 0.691705, 0.785591, -0.400647
21.271917, 0.657091, 0.680296, 0.791070, -0.131387
21.279917, 0.643836, 0.666682, 0.796440, -0.335187
21.287916, 0.630384, 0.650383, 0.801643, -0.223623
21.295916, 0.616741, 0.641275, 0.806797, -0.351153
21.303915, 0.602909, 0.629842, 0.811880, -0.061587
21.311914, 0.588894, 0.614718, 0.816890, -0.158618
21.319914, 0.574700, 0.600385, 0.821733, -0.220034
21.327913, 0.560330, 0.584494, 0.826444, -0.535788
21.335913, 0.545790, 0.574403, 0.831107, -0.276784
21.343912, 0.531083, 0.557506, 0.835662, -0.043197
21.351912, 0.516215, 0.539266, 0.840026, -0.186029
21.359911, 0.501190, 0.522344, 0.844329, -0.313575
21.367910, 0.486012, 0.511390, 0.848404, -0.471651
21.375910, 0.470686, 0.498304, 0.852456, -0.177038
21.383909, 0.455216, 0.484881, 0.856375, -0.132559
21.391909, 0.439608, 0.463861, 0.860140, -0.208118
21.399908, 0.423866, 0.447778, 0.863795, -0.115736
21.407907, 0.407995, 0.431935, 0.867319, -0.389506
21.415907, 0.391999, 0.419112, 0.870747, 0.008244
21.423906, 0.375884, 0.405809, 0.874067, 0.004255
21.431906, 0.359655, 0.390997, 0.877184, 0.097006
21.439905, 0.343316, 0.371870, 0.880217, -0.079730
21.447905, 0.326873, 0.355476, 0.883081, -0.220750
21.455904, 0.310330, 0.337260, 0.885850, -0.478661
21.463903, 0.293692, 0.321776, 0.888499, -0.482143
21.471903, 0.276965, 0.307107, 0.891040, -0.083679
21.479902, 0.260154, 0.292007, 0.893401, -0.020806
21.487902, 0.243263, 0.273767, 0.895667, -0.039211
21.495901, 0.226298, 0.255575, 0.897800, 0.227338
21.503901, 0.209265, 0.238414, 0.899802, -0.070566
21.511900, 0.192168, 0.218592, 0.901612, 0.125010
21.519899, 0.175012, 0.203420, 0.903290, -0.045503
21.527899, 0.157802, 0.184437, 0.904836, 0.287670
21.535898, 0.140545, 0.169768, 0.906250, -0.131831
21.543898, 0.123245, 0.153997, 0.907557, 0.140555
21.551897, 0.105907, 0.132425, 0.908672, -0.126091
21.559896, 0.088538, 0.121591, 0.909678, -0.163722
21.567896, 0.071141, 0.100691, 0.910541, 0.032750
21.575895, 0.053722, 0.085854, 0.911344, 0.310746
21.583895, 0.036287, 0.065026, 0.911896, 0.197218
21.591894, 0.018841, 0.045444, 0.912351, 0.129609
21.599894, 0.001390, 0.024807, 0.912638, 0.260493
21.607893, -0.016062, 0.011456, 0.912783, 0.279618
21.615892, -0.033509, 0.007621, 0.912783, -0.323420
21.623892, -0.050946, -0.041777, 0.912626, -0.675805
21.631891, -0.068368, -0.059297, 0.912327, -0.552055
21.639891, -0.085769, -0.069316, 0.911788, -0.743813
21.647890, -0.103143, -0.078640, 0.911224, -0.569499
21.655890, -0.120486, -0.094219, 0.910517, -0.603897
21.663889, -0.137793, -0.104838, 0.909702, -0.816469
21.671888, -0.155057, -0.122550, 0.908827, -0.525633
21.679888, -0.172274, -0.139879, 0.907736, -0.372289
21.687887, -0.189439, -0.157448, 0.906514, -0.493777
21.695887, -0.206546, -0.170990, 0.905208, -0.274609
21.703886, -0.223590, -0.190549, 0.903745, -0.172581
21.711885, -0.240566, -0.205721, 0.902175, -0.335218
21.719885, -0.257469, -0.226429, 0.900437, -0.121578
21.727884, -0.274293, -0.238965, 0.898531, -0.101378
21.735884, -0.291034, -0.261232, 0.896494, -0.025360
21.743883, -0.307686, -0.274534, 0.894312, -0.244515
21.751883, -0.324244, -0.294668, 0.892059, -0.341703
21.759882, -0.340704, -0.316431, 0.889578, -0.286461
21.767881, -0.357060, -0.332370, 0.887025, -0.261839
21.775881, -0.373307, -0.343683, 0.884268, -0.369609
21.783880, -0.389441, -0.358304, 0.881439, -0.350331
21.791880, -0.405455, -0.380595, 0.878538, -0.315911
21.799879, -0.421347, -0.396534, 0.875422, -0.057803
21.807878, -0.437110, -0.411634, 0.872198, 0.134062
21.815878, -0.452739, -0.431048, 0.868853, -0.131943
21.823877, -0.468231, -0.446100, 0.865306, -0.204774
21.831877, -0.483581, -0.457054, 0.861698, -0.216662
21.839876, -0.498783, -0.473808, 0.858018, 0.152842
21.847876, -0.513833, -0.488189, 0.854170, 0.033967
21.855875, -0.528726, -0.506645, 0.850226, -0.018871
21.863874, -0.543459, -0.518677, 0.846103, -0.411883
21.871874, -0.558026, -0.537396, 0.841836, -0.195620
21.879873, -0.572423, -0.549548, 0.837449, -0.243747
21.887873, -0.586645, -0.566278, 0.832941, -0.352836
21.895872, -0.600689, -0.575242, 0.828434, -0.034571
21.903872, -0.614550, -0.595328, 0.823771, -0.296070
21.911871, -0.628224, -0.605802, 0.818880, -0.262459
21.919870, -0.641707, -0.619608, 0.813965, -0.015129
21.927870, -0.654994, -0.632335, 0.809015, 0.100044
21.935869, -0.668081, -0.650072, 0.803860, -0.242457
21.943869, -0.680965, -0.657646, 0.798633, -0.208481
21.951868, -0.693642, -0.671404, 0.793371, 0.125685
21.959867, -0.706107, -0.686935, 0.787917, 0.068304
21.967867, -0.718357, -0.701916, 0.782342, -0.105968
21.975866, -0.730389, -0.710544, 0.776672, -0.112302
21.983866, -0.742198, -0.721714, 0.770906, 0.130685
21.991865, -0.753780, -0.735471, 0.765032, 0.012656
21.999865, -0.765134, -0.744843, 0.759158, -0.064600
22.007864, -0.776254, -0.757618, 0.753199, 0.229551
22.015863, -0.787138, -0.768380, 0.747134, 0.238966
22.023863, -0.797782, -0.787315, 0.740864, -0.127930
22.031862, -0.808183, -0.788705, 0.734498, -0.006408
22.039862, -0.818338, -0.797909, 0.728156, 0.171139
22.047861, -0.828243, -0.816005, 0.721682, -0.068293
22.055861, -0.837897, -0.820488, 0.715136, 0.139974
22.063860, -0.847295, -0.832687, 0.708530, 0.185574
22.071859, -0.856435, -0.845343, 0.701817, -0.012864
22.079859, -0.865314, -0.853133, 0.695055, 0.027845
22.087858, -0.873930, -0.860443, 0.688185, 0.211064
22.095858, -0.882279, -0.876094, 0.681315, 0.145170
22.103857, -0.890360, -0.878204, 0.674265, -0.012188
22.111856, -0.898169, -0.884459, 0.667227, 0.339176
22.119856, -0.905705, -0.904065, 0.660082, 0.161676
22.127855, -0.912965, -0.904065, 0.652888, 0.131754
22.135855, -0.919947, -0.906319, 0.645646, 0.285058
22.143854, -0.926649, -0.919309, 0.638284, 0.006111
22.151854, -0.933069, -0.921850, 0.630982, 0.134171
22.159853, -0.939204, -0.926164, 0.623512, 0.425093
22.167852, -0.945053, -0.943302, 0.616114, 0.070146
22.175852, -0.950615, -0.939011, 0.608584, 0.269695
22.183851, -0.955886, -0.948934, 0.601090, 0.408324
22.191851, -0.960867, -0.955286, 0.593356, 0.135041
22.199850, -0.965555, -0.961302, 0.585670, 0.385747
22.207850, -0.969949, -0.966216, 0.577972, 0.194033
22.215849, -0.974048, -0.965736, 0.570274, 0.134665
22.223848, -0.977849, -0.970722, 0.562540, 0.411089
22.231848, -0.981353, -0.983401, 0.554734, 0.214577
22.239847, -0.984558, -0.977601, 0.546891, 0.287724
22.247847, -0.987463, -0.984671, 0.539097, 0.528824
22.255846, -0.990068, -0.989657, 0.531170, 0.230854
22.263845, -0.992371, -0.991526, 0.523184, 0.294110
22.271845, -0.994371, -0.995337, 0.515197, 0.265902
22.279844, -0.996069, -0.991526, 0.507355, 0.268294
22.287844, -0.997463, -0.990975, 0.499488, 0.428456
22.295843, -0.998553, -1.006674, 0.491441, 0.207239
22.303843, -0.999340, -0.997662, 0.483371, 0.352305
22.311842, -0.999822, -1.000874, 0.475420, 0.441532
22.319841, -0.999999, -1.003295, 0.467337, 0.281597
22.327841, -0.999872, -1.001785, 0.459398, 0.360806
22.335840, -0.999440, -1.003846, 0.451398, 0.165430
22.343840, -0.998704, -1.000610, 0.443423, 0.280428
22.351839, -0.997663, -1.000898, 0.435364, 0.598945
22.359838, -0.996319, -1.001330, 0.427305, 0.185100
22.367838, -0.994671, -0.997375, 0.419365, 0.458002
22.375837, -0.992721, -1.004589, 0.411522, 0.441061
22.383837, -0.990467, -0.994379, 0.403523, 0.327560
22.391836, -0.987913, -0.989657, 0.395487, 0.285341
22.399836, -0.985057, -0.996056, 0.387500, 0.166896
22.407835, -0.981901, -0.990544, 0.379596, 0.536829
22.415834, -0.978446, -0.989393, 0.371716, 0.479564
22.423834, -0.974694, -0.983833, 0.363812, 0.224020
22.431833, -0.970644, -0.977601, 0.356076, 0.594165
22.439833, -0.966299, -0.982251, 0.348256, 0.359097
22.447832, -0.961659, -0.972831, 0.340340, 0.337729
22.455832, -0.956726, -0.962237, 0.332567, 0.331680
22.463831, -0.951502, -0.964945, 0.324843, 0.259586
22.471830, -0.945988, -0.957491, 0.317203, 0.721615
22.479830, -0.940186, -0.955765, 0.309694, 0.629303
22.487829, -0.934098, -0.946010, 0.302066, 0.236951
22.495829, -0.927725, -0.939011, 0.294485, 0.694088
22.503828, -0.921070, -0.938844, 0.286988, 0.418838
22.511827, -0.914134, -0.927339, 0.279492, 0.326766
22.519827, -0.906919, -0.916984, 0.272079, 0.499244
22.527826, -0.899429, -0.914540, 0.264750, 0.152953
22.535826, -0.891664, -0.903227, 0.257529, 0.452691
22.543825, -0.883628, -0.895581, 0.250320, 0.620248
22.551825, -0.875322, -0.895581, 0.243086, 0.233429
22.559824, -0.866750, -0.876334, 0.236009, 0.380726
22.567823, -0.857914, -0.870342, 0.229064, 0.645064
22.575823, -0.848817, -0.869934, 0.222083, 0.258392
22.583822, -0.839461, -0.856896, 0.215185, 0.436354
22.591822, -0.829850, -0.843281, 0.208431, 0.583837
22.599821, -0.819985, -0.841580, 0.201630, 0.192210
22.607821, -0.809871, -0.825569, 0.194960, 0.441511
22.615820, -0.799510, -0.815454, 0.188339, 0.538247
22.623819, -0.788906, -0.809198, 0.181849, 0.217944
22.631819, -0.778062, -0.791534, 0.175395, 0.309677
22.639818, -0.766980, -0.783744, 0.169133, 0.574374
22.647818, -0.755665, -0.779478, 0.162931, 0.376252
22.655817, -0.744119, -0.765480, 0.156789, 0.295132
22.663816, -0.732347, -0.752441, 0.150671, 0.432780
22.671816, -0.720352, -0.739163, 0.144721, 0.473788
22.679815, -0.708138, -0.734249, 0.138782, 0.128270
22.687815, -0.695708, -0.714930, 0.133084, 0.423660
22.695814, -0.683066, -0.702227, 0.127314, 0.612265
22.703814, -0.670215, -0.699399, 0.121735, 0.271890
22.711813, -0.657161, -0.678978, 0.116253, 0.190950
22.719812, -0.643907, -0.665220, 0.110938, 0.232100
22.727812, -0.630456, -0.650383, 0.105732, 0.558104
22.735811, -0.616814, -0.644463, 0.100477, 0.182207
22.743811, -0.602983, -0.627589, 0.095354, 0.213215
22.751810, -0.588969, -0.612393, 0.090352, 0.412107
22.759809, -0.574775, -0.592044, 0.085481, 0.310891
22.767809, -0.560407, -0.585717, 0.080766, 0.296164
22.775808, -0.545868, -0.573109, 0.076183, 0.088162
22.783808, -0.531162, -0.553623, 0.071708, 0.332847
22.791807, -0.516295, -0.543772, 0.067329, 0.572442
22.799807, -0.501270, -0.530349, 0.063082, 0.542472
22.807806, -0.486093, -0.515249, 0.058895, 0.014016
22.815805, -0.470767, -0.496098, 0.054840, 0.121375
22.823805, -0.455299, -0.478937, 0.050929, 0.399944
22.831804, -0.439691, -0.461320, 0.047174, 0.562443
22.839804, -0.423950, -0.448162, 0.043563, 0.648474
22.847803, -0.408079, -0.437280, 0.039999, 0.434209
22.855803, -0.392084, -0.424673, 0.036556, 0.270635
22.863802, -0.375970, -0.403029, 0.033245, 0.335730
22.871801, -0.359741, -0.388288, 0.030066, 0.263310
22.879801, -0.343403, -0.369090, 0.026994, 0.353436
22.887800, -0.326960, -0.349795, 0.024175, 0.122915
22.895800, -0.310418, -0.337427, 0.021452, 0.365204
22.903799, -0.293781, -0.325779, 0.018836, 0.256318
22.911798, -0.277054, -0.308306, 0.016352, 0.238763
22.919798, -0.260243, -0.289371, 0.013941, -0.002833
22.927797, -0.243353, -0.277338, 0.011721, 0.080866
22.935797, -0.226389, -0.257157, 0.009610, 0.255895
22.943796, -0.209355, -0.239540, 0.007630, 0.049193
22.951796, -0.192258, -0.224632, 0.005722, 0.437369
22.959795, -0.175103, -0.205241, 0.004043, -0.013977
22.967794, -0.157894, -0.188392, 0.002411, 0.485595
22.975794, -0.140637, -0.171901, 0.000923, -0.001845
22.983793, -0.123337, -0.153469, -0.000347, 0.171685
22.991793, -0.106000, -0.137746, -0.001535, 0.039776
22.999792, -0.088630, -0.118044, -0.002591, -0.361977
23.007792, -0.071233, -0.102081, -0.003419, -0.163772
23.015791, -0.053815, -0.084920, -0.004175, -0.159128
23.023790, -0.036380, -0.062917, -0.004738, -0.119149
23.031790, -0.018934, -0.040554, -0.005170, -0.201483
23.039789, -0.001482, -0.023944, -0.005482, -0.431603
23.047789, 0.015970, -0.010785, -0.005578, -0.570437
23.055788, 0.033417, -0.004625, -0.005566, 0.252691
23.063787, 0.050854, 0.040195, -0.005459, 0.491353
23.071787, 0.068275, 0.061790, -0.005122, 0.411027
23.079786, 0.085676, 0.069628, -0.004583, 1.058081
23.087786, 0.103051, 0.079023, -0.004007, 0.769266
23.095785, 0.120394, 0.092134, -0.003275, 0.485560
23.103785, 0.137701, 0.107594, -0.002471, 0.323948
23.111784, 0.154966, 0.122670, -0.001535, 0.370929
23.119783, 0.172183, 0.140574, -0.000479, 0.707835
