t, r, v, p, to
11.560092, 0.086415, 0.071114, -0.004618, 0.961491
11.568092, 0.103788, 0.078760, -0.004042, 0.774388
11.576093, 0.121130, 0.094243, -0.003323, 0.480522
11.584093, 0.138435, 0.110039, -0.002483, 0.273146
11.592093, 0.155698, 0.123797, -0.001583, 0.426926
11.600094, 0.172913, 0.143738, -0.000503, 0.824872
11.608094, 0.190076, 0.156873, 0.000732, 0.515854
11.616095, 0.207181, 0.176815, 0.002111, 0.791790
11.624095, 0.224222, 0.192155, 0.003587, 0.630300
11.632095, 0.241196, 0.207734, 0.005207, 0.534978
11.640096, 0.258096, 0.224848, 0.006994, 0.658384
11.648096, 0.274917, 0.242249, 0.008830, 0.435926
11.656096, 0.291654, 0.258188, 0.010821, 0.218583
11.664097, 0.308303, 0.276859, 0.012981, 0.423420
11.672097, 0.324858, 0.291384, 0.015224, 0.302753
11.680098, 0.341314, 0.312117, 0.017624, 0.090535
11.688098, 0.357666, 0.329014, 0.020168, 0.351355
11.696098, 0.373909, 0.348477, 0.022819, 0.307021
11.704099, 0.390038, 0.366022, 0.025663, 0.257599
11.712099, 0.406048, 0.380403, 0.028638, 0.365861
11.720099, 0.421935, 0.394928, 0.031709, 0.179115
11.728100, 0.437693, 0.408278, 0.034972, 0.190751
11.736100, 0.453318, 0.424673, 0.038332, -0.112992
11.744101, 0.468804, 0.447874, 0.041799, 0.208910
11.752101, 0.484148, 0.461752, 0.045410, 0.307004
11.760101, 0.499345, 0.472537, 0.049178, 0.216891
11.768102, 0.514389, 0.487398, 0.053017, 0.040299
11.776102, 0.529277, 0.501228, 0.056940, -0.044751
11.784102, 0.544003, 0.520283, 0.060995, 0.122238
11.792103, 0.558564, 0.540464, 0.065254, 0.434816
11.800103, 0.572954, 0.551082, 0.069633, 0.314957
11.808104, 0.587170, 0.563426, 0.074024, -0.018634
11.816104, 0.601208, 0.578310, 0.078619, 0.115660
11.824104, 0.615062, 0.594872, 0.083285, 0.000614
11.832105, 0.628729, 0.609637, 0.088108, 0.170321
11.840105, 0.642204, 0.618409, 0.093003, 0.233126
11.848105, 0.655483, 0.632335, 0.098054, -0.004255
11.856106, 0.668563, 0.648778, 0.103224, 0.043101
11.864106, 0.681440, 0.661744, 0.108479, 0.161587
11.872107, 0.694109, 0.672434, 0.113805, 0.035824
11.880107, 0.706566, 0.681950, 0.119108, -0.054427
11.888107, 0.718808, 0.702227, 0.124650, 0.073952
11.896108, 0.730831, 0.715074, 0.130361, 0.217497
11.904108, 0.742632, 0.723847, 0.136095, -0.081582
11.912108, 0.754207, 0.734153, 0.141937, -0.192551
11.920109, 0.765551, 0.752920, 0.147863, 0.001576
11.928109, 0.776663, 0.759895, 0.153934, 0.119299
11.936110, 0.787538, 0.765792, 0.160052, -0.266612
11.944110, 0.798173, 0.785230, 0.166206, -0.149080
11.952110, 0.808565, 0.796639, 0.172528, 0.065012
11.960111, 0.818710, 0.801528, 0.178885, -0.260156
11.968111, 0.828607, 0.814423, 0.185267, -0.249715
11.976111, 0.838251, 0.827846, 0.191889, 0.055643
11.984112, 0.847639, 0.832735, 0.198571, -0.203694
11.992112, 0.856770, 0.845343, 0.205312, -0.356303
12.000113, 0.865639, 0.852653, 0.212042, -0.051231
12.008113, 0.874245, 0.858238, 0.218904, 0.055363
12.016113, 0.882584, 0.866123, 0.225789, -0.362020
12.024114, 0.890655, 0.881128, 0.232819, -0.001301
12.032114, 0.898454, 0.884915, 0.239848, -0.240848
12.040114, 0.905980, 0.893591, 0.246973, -0.261789
12.048115, 0.913230, 0.905048, 0.254206, -0.053941
12.056115, 0.920201, 0.909267, 0.261439, -0.242916
12.064116, 0.926893, 0.919381, 0.268756, -0.264150
12.072116, 0.933302, 0.928369, 0.276145, -0.087087
12.080116, 0.939426, 0.928154, 0.283570, -0.311963
12.088117, 0.945265, 0.936423, 0.291054, -0.236823
12.096117, 0.950816, 0.943086, 0.299091, -0.166865
12.104117, 0.956077, 0.943853, 0.306684, -0.351321
12.112118, 0.961047, 0.957012, 0.314204, -0.184919
12.120118, 0.965724, 0.959217, 0.321880, -0.181358
12.128119, 0.970107, 0.963987, 0.329485, -0.645843
12.136119, 0.974194, 0.971033, 0.337293, -0.067709
12.144119, 0.977985, 0.972495, 0.345089, -0.120377
12.152120, 0.981478, 0.979159, 0.352957, -0.259600
12.160120, 0.984672, 0.981124, 0.360742, -0.185302
12.168120, 0.987566, 0.976402, 0.368489, -0.462033
12.176121, 0.990159, 0.990664, 0.376321, -0.204788
12.184121, 0.992450, 0.992869, 0.384321, -0.293508
12.192122, 0.994440, 0.994379, 0.392249, -0.489130
12.200122, 0.996126, 0.996608, 0.400285, -0.110066
12.208122, 0.997509, 0.994738, 0.408236, -0.193964
12.216123, 0.998588, 0.999508, 0.416140, -0.359314
12.224123, 0.999363, 1.001401, 0.424055, -0.270451
12.232123, 0.999834, 0.996056, 0.432042, -0.583465
12.240124, 1.000000, 1.006051, 0.440077, -0.159057
12.248124, 0.999861, 1.001785, 0.448173, -0.329839
12.256124, 0.999418, 1.006051, 0.456172, -0.419307
12.264125, 0.998671, 1.004661, 0.464159, -0.152805
12.272125, 0.997619, 1.002768, 0.472134, -0.562886
12.280126, 0.996263, 1.004158, 0.480205, -0.276207
12.288126, 0.994604, 0.997614, 0.488215, -0.330387
12.296126, 0.992642, 0.995745, 0.496226, -0.577919
12.304127, 0.990378, 0.998981, 0.504153, -0.240603
12.312127, 0.987812, 0.988818, 0.512055, -0.457774
12.320127, 0.984945, 0.997111, 0.519946, -0.380012
12.328128, 0.981778, 0.990544, 0.527981, -0.205657
12.336128, 0.978312, 0.985151, 0.535895, -0.519695
12.344129, 0.974548, 0.982322, 0.543810, -0.228508
12.352129, 0.970488, 0.978200, 0.551604, -0.354475
12.360129, 0.966131, 0.972831, 0.559398, -0.526287
12.368130, 0.961481, 0.975587, 0.567156, -0.255648
12.376130, 0.956537, 0.963987, 0.574879, -0.503880
12.384130, 0.951302, 0.965736, 0.582553, -0.355448
12.392131, 0.945778, 0.958761, 0.590347, -0.232494
12.400131, 0.939965, 0.951092, 0.598021, -0.541961
12.408132, 0.933866, 0.944764, 0.605599, -0.220768
12.416132, 0.927483, 0.937645, 0.613069, -0.296360
12.424132, 0.920817, 0.929856, 0.620527, -0.606002
12.432133, 0.913871, 0.929424, 0.627973, -0.162908
12.440133, 0.906646, 0.918159, 0.635394, -0.431956
12.448133, 0.899145, 0.918159, 0.642672, -0.512859
12.456134, 0.891370, 0.908763, 0.649998, -0.227603
12.464134, 0.883324, 0.896420, 0.657228, -0.430684
12.472135, 0.875008, 0.894047, 0.664386, -0.359139
12.480135, 0.866427, 0.881511, 0.671519, -0.267320
12.488135, 0.857581, 0.868137, 0.678486, -0.409496
12.496136, 0.848474, 0.866315, 0.685404, -0.424571
12.504136, 0.839108, 0.857615, 0.692285, -0.226054
12.512136, 0.829488, 0.844504, 0.699083, -0.612513
12.520137, 0.819614, 0.843186, 0.705845, -0.363208
12.528137, 0.809491, 0.830219, 0.712523, -0.200418
12.536138, 0.799121, 0.815167, 0.719081, -0.373367
12.544138, 0.788507, 0.809606, 0.725554, -0.297106
12.552138, 0.777654, 0.800138, 0.731981, -0.241235
12.560139, 0.766564, 0.786932, 0.738335, -0.439708
12.568139, 0.755240, 0.772407, 0.744616, -0.383893
12.576139, 0.743686, 0.764761, 0.750766, -0.175526
12.584140, 0.731906, 0.752441, 0.756796, -0.257097
12.592140, 0.719902, 0.741320, 0.762694, -0.501451
12.600141, 0.707680, 0.733698, 0.768568, -0.328769
12.608141, 0.695242, 0.719604, 0.774419, -0.166258
12.616141, 0.682592, 0.705583, 0.780137, -0.293709
12.624142, 0.669734, 0.692304, 0.785735, -0.497463
12.632142, 0.656672, 0.680440, 0.791225, -0.156994
12.640142, 0.643410, 0.667593, 0.796584, -0.264135
12.648143, 0.629953, 0.649041, 0.801834, -0.350962
12.656143, 0.616303, 0.638950, 0.806977, -0.397101
12.664144, 0.602466, 0.631185, 0.812024, -0.077028
12.672144, 0.588445, 0.614503, 0.817034, -0.199484
12.680144, 0.574245, 0.599762, 0.821925, -0.311765
12.688145, 0.559870, 0.585717, 0.826600, -0.535965
12.696145, 0.545324, 0.574763, 0.831215, -0.251520
12.704145, 0.530612, 0.557506, 0.835758, -0.119673
12.712146, 0.515739, 0.539098, 0.840181, -0.226891
12.720146, 0.500709, 0.523662, 0.844472, -0.334093
12.728147, 0.485526, 0.509089, 0.848560, -0.532862
12.736147, 0.470195, 0.498208, 0.852600, -0.172127
12.744147, 0.454721, 0.485073, 0.856459, -0.046232
12.752148, 0.439108, 0.465299, 0.860235, -0.152308
12.760148, 0.423362, 0.446580, 0.863927, -0.100617
12.768148, 0.407487, 0.429994, 0.867427, -0.374365
12.776149, 0.391488, 0.418465, 0.870843, -0.058005
12.784149, 0.375369, 0.405642, 0.874115, -0.021301
12.792150, 0.359136, 0.389271, 0.877292, 0.091786
12.800150, 0.342794, 0.372062, 0.880288, -0.095101
12.808150, 0.326347, 0.354709, 0.883189, -0.119141
12.816151, 0.309801, 0.338242, 0.885958, -0.585594
12.824151, 0.293161, 0.319739, 0.888595, -0.370339
12.832151, 0.276431, 0.308569, 0.891112, -0.012573
12.840152, 0.259617, 0.293565, 0.893521, -0.051437
12.848152, 0.242724, 0.272713, 0.895739, -0.024052
12.856153, 0.225757, 0.254473, 0.897860, 0.166212
12.864153, 0.208721, 0.239948, 0.899826, -0.096094
12.872153, 0.191622, 0.217321, 0.901648, 0.033371
12.880154, 0.174464, 0.202964, 0.903362, -0.249031
12.888154, 0.157253, 0.184389, 0.904920, 0.180766
12.896154, 0.139995, 0.169696, 0.906358, -0.157329
12.904155, 0.122693, 0.153350, 0.907629, 0.079443
12.912155, 0.105355, 0.132833, 0.908707, -0.115991
12.920156, 0.087984, 0.120369, 0.909702, -0.229905
12.928156, 0.070586, 0.099421, 0.910637, 0.124249
12.936156, 0.053167, 0.085135, 0.911320, 0.259827
12.944157, 0.035732, 0.061838, 0.911908, 0.146312
12.952157, 0.018286, 0.046115, 0.912363, 0.149906
12.960157, 0.000834, 0.023249, 0.912638, 0.316397
12.968158, -0.016618, 0.012703, 0.912771, 0.279584
12.976158, -0.034065, 0.007190, 0.912783, -0.377885
12.984159, -0.051502, -0.045875, 0.912674, -0.574021
12.992159, -0.068923, -0.060232, 0.912303, -0.557093
13.000159, -0.086322, -0.071665, 0.911776, -0.789539
13.008160, -0.103696, -0.079215, 0.911152, -0.610155
13.016160, -0.121038, -0.091871, 0.910469, -0.690327
13.024160, -0.138343, -0.105820, 0.909690, -0.785918
13.032161, -0.155606, -0.123197, 0.908719, -0.647682
13.040161, -0.172822, -0.143451, 0.907665, -0.489258
13.048162, -0.189985, -0.156250, 0.906478, -0.519186
13.056162, -0.207090, -0.171566, 0.905160, -0.315284
13.064162, -0.224132, -0.191052, 0.903685, -0.253965
13.072163, -0.241106, -0.205241, 0.902067, -0.396242
13.080163, -0.258006, -0.225998, 0.900353, -0.152100
13.088163, -0.274828, -0.243088, 0.898411, -0.152252
13.096164, -0.291566, -0.260656, 0.896422, -0.091509
13.104164, -0.308215, -0.275397, 0.894300, -0.107183
13.112164, -0.324770, -0.294955, 0.891939, -0.265434
13.120165, -0.341227, -0.316143, 0.889518, -0.240707
13.128165, -0.357579, -0.332514, 0.886953, -0.266954
13.136166, -0.373823, -0.345025, 0.884244, -0.354374
13.144166, -0.389953, -0.361612, 0.881391, -0.309679
13.152166, -0.405963, -0.378246, 0.878454, -0.183700
13.160167, -0.421851, -0.395814, 0.875338, 0.018442
13.168167, -0.437609, -0.413407, 0.872126, 0.235745
13.176167, -0.453235, -0.432103, 0.868757, -0.137079
13.184168, -0.468722, -0.446436, 0.865198, -0.352335
13.192168, -0.484067, -0.458444, 0.861566, -0.221797
13.200169, -0.499264, -0.471699, 0.857850, -0.121887
13.208169, -0.514309, -0.486847, 0.854026, -0.103433
13.216169, -0.529198, -0.508107, 0.850082, 0.037017
13.224170, -0.543925, -0.521098, 0.845947, -0.386529
13.232170, -0.558487, -0.537324, 0.841704, -0.216033
13.240170, -0.572878, -0.550866, 0.837281, -0.172623
13.248171, -0.587095, -0.563977, 0.832797, -0.215567
13.256171, -0.601134, -0.576800, 0.828254, -0.105854
13.264172, -0.614989, -0.594034, 0.823555, -0.174057
13.272172, -0.628657, -0.603190, 0.818737, -0.211654
13.280172, -0.642133, -0.618649, 0.813870, 0.132318
13.288173, -0.655414, -0.634373, 0.808847, 0.120333
13.296173, -0.668495, -0.650935, 0.803644, -0.211993
13.304173, -0.681372, -0.656975, 0.798466, -0.223794
13.312174, -0.694042, -0.670709, 0.793155, 0.171422
13.320174, -0.706500, -0.687055, 0.787737, 0.139464
13.328175, -0.718744, -0.702227, 0.782163, -0.151784
13.336175, -0.730768, -0.708986, 0.776516, -0.025879
13.344175, -0.742570, -0.723631, 0.770714, 0.084883
13.352176, -0.754146, -0.735807, 0.764900, -0.038249
13.360176, -0.765492, -0.746329, 0.758942, -0.059544
13.368176, -0.776604, -0.757259, 0.752996, 0.178669
13.376177, -0.787481, -0.770082, 0.746978, 0.244026
13.384177, -0.798117, -0.787555, 0.740612, -0.199154
13.392178, -0.808510, -0.788705, 0.734270, -0.006430
13.400178, -0.818657, -0.798700, 0.727940, 0.262674
13.408178, -0.828555, -0.814903, 0.721454, -0.068301
13.416179, -0.838200, -0.822693, 0.714908, 0.068759
13.424179, -0.847590, -0.831369, 0.708290, 0.312741
13.432179, -0.856722, -0.844048, 0.701565, 0.007468
13.440180, -0.865593, -0.852773, 0.694875, 0.124487
13.448180, -0.874200, -0.861833, 0.687993, 0.322989
13.456181, -0.882541, -0.875687, 0.681075, 0.170607
13.464181, -0.890613, -0.878851, 0.674073, -0.027439
13.472181, -0.898414, -0.884867, 0.666988, 0.364627
13.480182, -0.905941, -0.900998, 0.659854, 0.095564
13.488182, -0.913192, -0.903203, 0.652684, 0.080915
13.496182, -0.920165, -0.907229, 0.645406, 0.152838
13.504183, -0.926858, -0.918159, 0.638080, 0.021389
13.512183, -0.933268, -0.923672, 0.630730, 0.235931
13.520184, -0.939395, -0.926907, 0.623320, 0.557374
13.528184, -0.945235, -0.945075, 0.615815, 0.075269
13.536184, -0.950787, -0.940498, 0.608404, 0.188361
13.544185, -0.956050, -0.951092, 0.600863, 0.454143
13.552185, -0.961021, -0.957491, 0.593165, 0.175766
13.560185, -0.965700, -0.960967, 0.585394, 0.238297
13.568186, -0.970084, -0.965736, 0.577744, 0.214427
13.576186, -0.974173, -0.965736, 0.570046, 0.221195
13.584187, -0.977966, -0.971033, 0.562276, 0.528130
13.592187, -0.981460, -0.982322, 0.554506, 0.158682
13.600187, -0.984655, -0.977888, 0.546663, 0.318312
13.608188, -0.987551, -0.981843, 0.538821, 0.569587
13.616188, -0.990146, -0.990544, 0.530930, 0.195313
13.624188, -0.992439, -0.992533, 0.522908, 0.309436
13.632189, -0.994430, -0.994738, 0.514958, 0.210031
13.640189, -0.996118, -0.992054, 0.507091, 0.242943
13.648190, -0.997502, -0.996056, 0.499200, 0.306466
13.656190, -0.998583, -1.005188, 0.491130, 0.202229
13.664190, -0.999360, -0.997662, 0.483106, 0.301530
13.672191, -0.999832, -1.001330, 0.475168, 0.507738
13.680191, -1.000000, -1.003798, 0.467097, 0.241001
13.688191, -0.999863, -1.001905, 0.459122, 0.452449
13.696192, -0.999421, -1.004158, 0.451123, 0.150281
13.704192, -0.998675, -1.003319, 0.443136, 0.417854
13.712193, -0.997625, -1.000874, 0.435065, 0.517657
13.720193, -0.996271, -0.998142, 0.427041, 0.190294
13.728193, -0.994614, -0.997614, 0.419102, 0.600532
13.736194, -0.992653, -1.002240, 0.411222, 0.420829
13.744194, -0.990391, -0.997758, 0.403271, 0.368367
13.752194, -0.987826, -0.990160, 0.395223, 0.321054
13.760195, -0.984961, -0.994738, 0.387296, 0.238227
13.768195, -0.981796, -0.988818, 0.379320, 0.552202
13.776196, -0.978332, -0.988315, 0.371452, 0.545813
13.784196, -0.974569, -0.983329, 0.363572, 0.203803
13.792196, -0.970510, -0.976810, 0.355848, 0.599373
13.800197, -0.966155, -0.985223, 0.348028, 0.303270
13.808197, -0.961506, -0.972783, 0.340136, 0.286991
13.816197, -0.956564, -0.963963, 0.332316, 0.362337
13.824198, -0.951331, -0.961350, 0.324603, 0.280063
13.832198, -0.945808, -0.955670, 0.317011, 0.655635
13.840199, -0.939997, -0.956700, 0.309394, 0.481933
13.848199, -0.933899, -0.944620, 0.301802, 0.282878
13.856199, -0.927517, -0.939155, 0.294233, 0.582328
13.864200, -0.920853, -0.941217, 0.286761, 0.337599
13.872200, -0.913908, -0.926045, 0.279240, 0.438814
13.880200, -0.906685, -0.916984, 0.271863, 0.407827
13.888201, -0.899185, -0.915259, 0.264510, 0.183622
13.896201, -0.891412, -0.903874, 0.257241, 0.452855
13.904202, -0.883367, -0.895964, 0.250044, 0.579702
13.912202, -0.875053, -0.894718, 0.242847, 0.284441
13.920202, -0.866473, -0.879809, 0.235769, 0.462269
13.928203, -0.857629, -0.872547, 0.228800, 0.558757
13.936203, -0.848523, -0.868736, 0.221842, 0.253471
13.944203, -0.839159, -0.856991, 0.214981, 0.522980
13.952204, -0.829539, -0.844744, 0.208191, 0.482278
13.960204, -0.819667, -0.841652, 0.201438, 0.217804
13.968204, -0.809545, -0.826384, 0.194756, 0.456924
13.976205, -0.799176, -0.815454, 0.188122, 0.528250
13.984205, -0.788564, -0.811811, 0.181645, 0.284235
13.992206, -0.777712, -0.791534, 0.175227, 0.421738
14.000206, -0.766623, -0.782785, 0.168917, 0.427040
14.008206, -0.755301, -0.779022, 0.162763, 0.356071
14.016207, -0.743748, -0.765959, 0.156537, 0.259703
14.024207, -0.731969, -0.753496, 0.150455, 0.326134
14.032207, -0.719967, -0.739882, 0.144517, 0.550265
14.040208, -0.707745, -0.733123, 0.138638, 0.128442
14.048208, -0.695308, -0.717567, 0.132880, 0.530649
14.056209, -0.682660, -0.702707, 0.127134, 0.520875
14.064209, -0.669803, -0.695995, 0.121567, 0.241549
14.072209, -0.656742, -0.680919, 0.116097, 0.236907
14.080210, -0.643481, -0.664261, 0.110782, 0.486602
14.088210, -0.630025, -0.639981, 0.105564, 0.527758
14.096210, -0.616376, -0.639190, 0.100429, 0.212900
14.104211, -0.602540, -0.624473, 0.095306, 0.193056
14.112211, -0.588520, -0.609397, 0.090316, 0.300384
14.120212, -0.574320, -0.592643, 0.085517, 0.305985
14.128212, -0.559946, -0.585717, 0.080838, 0.235308
14.136212, -0.545402, -0.568268, 0.076183, 0.062902
14.144213, -0.530691, -0.552161, 0.071768, 0.307589
14.152213, -0.515818, -0.542813, 0.067377, 0.358998
14.160213, -0.500789, -0.528672, 0.063142, 0.379883
14.168214, -0.485607, -0.515537, 0.058955, 0.039627
14.176214, -0.470277, -0.494900, 0.054924, 0.131728
14.184215, -0.454803, -0.476900, 0.051001, 0.506917
14.192215, -0.439192, -0.463046, 0.047282, 0.404919
14.200215, -0.423446, -0.448090, 0.043647, 0.557059
14.208216, -0.407572, -0.436801, 0.040096, 0.424182
14.216216, -0.391573, -0.424601, 0.036652, 0.255496
14.224216, -0.375455, -0.404203, 0.033317, 0.285002
14.232217, -0.359223, -0.385364, 0.030126, 0.278690
14.240217, -0.342881, -0.369257, 0.027103, 0.378974
14.248218, -0.326435, -0.349963, 0.024223, 0.346828
14.256218, -0.309889, -0.337188, 0.021524, 0.263571
14.264218, -0.293249, -0.326234, 0.018920, 0.220813
14.272219, -0.276520, -0.310703, 0.016352, 0.264269
14.280219, -0.259706, -0.287956, 0.014013, -0.119743
14.288219, -0.242814, -0.274774, 0.011757, 0.050430
14.296220, -0.225847, -0.258188, 0.009694, 0.357680
14.304220, -0.208812, -0.239468, 0.007690, 0.156068
14.312221, -0.191713, -0.224776, 0.005795, 0.422144
14.320221, -0.174555, -0.203971, 0.004043, 0.072539
14.328221, -0.157345, -0.187457, 0.002447, 0.383899
14.336222, -0.140086, -0.172237, 0.001019, 0.059206
14.344222, -0.122785, -0.153613, -0.000323, 0.136099
14.352222, -0.105447, -0.138226, -0.001487, 0.055037
14.360223, -0.088076, -0.118476, -0.002531, -0.336540
14.368223, -0.070679, -0.101146, -0.003431, -0.148524
14.376224, -0.053260, -0.084081, -0.004151, -0.098119
14.384224, -0.035824, -0.060951, -0.004751, -0.108990
14.392224, -0.018378, -0.041393, -0.005218, -0.150660
14.400225, -0.000927, -0.023129, -0.005482, -0.401132
14.408225, 0.016525, -0.010881, -0.005602, -0.489099
14.416225, 0.033972, -0.008077, -0.005614, 0.040323
14.424226, 0.051409, 0.044605, -0.005531, 0.547337
14.432226, 0.068830, 0.061862, -0.005158, 0.594174
14.440227, 0.086230, 0.068813, -0.004607, 1.073379
14.448227, 0.103604, 0.078952, -0.003995, 0.581101
14.456227, 0.120946, 0.094962, -0.003299, 0.546631
14.464228, 0.138251, 0.107882, -0.002519, 0.446059
14.472228, 0.155515, 0.124276, -0.001571, 0.482870
14.480228, 0.172731, 0.141821, -0.000515, 0.809605
14.488229, 0.189894, 0.156466, 0.000732, 0.505663
14.496229, 0.206999, 0.176503, 0.002087, 0.659524
14.504230, 0.224042, 0.189015, 0.003563, 0.604859
14.512230, 0.241016, 0.209963, 0.005183, 0.560400
14.520230, 0.257917, 0.223074, 0.006946, 0.714314
14.528231, 0.274739, 0.241913, 0.008842, 0.466432
14.536231, 0.291477, 0.256030, 0.010845, 0.386422
14.544231, 0.308127, 0.276787, 0.012969, 0.326765
14.552232, 0.324683, 0.293829, 0.015188, -0.032963
14.560232, 0.341140, 0.309312, 0.017552, -0.041736
14.568233, 0.357493, 0.330644, 0.020132, 0.356436
14.576233, 0.373737, 0.347542, 0.022831, 0.276487
14.584233, 0.389867, 0.363026, 0.025615, 0.283014
14.592234, 0.405879, 0.379252, 0.028566, 0.274289
14.600234, 0.421767, 0.393969, 0.031673, 0.153676
14.608234, 0.437526, 0.408542, 0.034925, 0.363661
14.616235, 0.453152, 0.426878, 0.038308, -0.128260
14.624235, 0.468641, 0.443632, 0.041751, 0.249592
14.632236, 0.483986, 0.460386, 0.045398, 0.271379
14.640236, 0.499184, 0.472537, 0.049130, 0.211785
14.648236, 0.514230, 0.487566, 0.052969, -0.081785
14.656237, 0.529119, 0.502234, 0.056928, -0.034589
14.664237, 0.543848, 0.520403, 0.061007, 0.122207
14.672237, 0.558410, 0.540776, 0.065254, 0.399191
14.680238, 0.572802, 0.552424, 0.069597, 0.350532
14.688238, 0.587020, 0.564265, 0.074036, 0.057652
14.696239, 0.601060, 0.577543, 0.078559, 0.029161
14.704239, 0.614916, 0.594249, 0.083237, -0.050268
14.712239, 0.628584, 0.609254, 0.088060, 0.175389
14.720240, 0.642062, 0.619033, 0.092967, 0.207676
14.728240, 0.655344, 0.629339, 0.098042, -0.019532
14.736240, 0.668426, 0.650983, 0.103176, 0.109208
14.744241, 0.681304, 0.662727, 0.108419, 0.197176
14.752241, 0.693975, 0.670109, 0.113710, 0.066326
14.760242, 0.706435, 0.683460, 0.119060, -0.044259
14.768242, 0.718679, 0.700501, 0.124579, 0.063765
14.776242, 0.730705, 0.716752, 0.130289, 0.278509
14.784243, 0.742508, 0.724302, 0.136023, 0.045574
14.792243, 0.754085, 0.733746, 0.141901, -0.345157
14.800243, 0.765432, 0.752753, 0.147815, -0.034030
14.808244, 0.776546, 0.758793, 0.153838, 0.068423
14.816244, 0.787423, 0.767949, 0.159956, -0.159798
14.824244, 0.798061, 0.783528, 0.166206, -0.067697
14.832245, 0.808456, 0.792516, 0.172432, 0.080262
14.840245, 0.818604, 0.802080, 0.178849, -0.204204
14.848246, 0.828503, 0.812386, 0.185231, -0.397230
14.856246, 0.838150, 0.826743, 0.191841, 0.111596
14.864246, 0.847541, 0.832208, 0.198475, -0.051109
14.872247, 0.856674, 0.841364, 0.205241, -0.320695
14.880247, 0.865546, 0.851527, 0.211994, 0.004713
14.888247, 0.874155, 0.857711, 0.218772, -0.061609
14.896248, 0.882497, 0.868448, 0.225717, -0.326419
14.904248, 0.890571, 0.881056, 0.232723, 0.003791
14.912249, 0.898373, 0.882446, 0.239800, -0.286618
14.920249, 0.905902, 0.890667, 0.246877, -0.317741
14.928249, 0.913154, 0.904617, 0.254110, -0.008145
14.936250, 0.920129, 0.910561, 0.261379, -0.268348
14.944250, 0.926823, 0.918159, 0.268648, -0.431981
14.952250, 0.933235, 0.927507, 0.276073, -0.041308
14.960251, 0.939363, 0.928369, 0.283486, -0.042361
14.968251, 0.945205, 0.936830, 0.290971, -0.201206
14.976252, 0.950758, 0.943302, 0.298503, -0.156688
14.984252, 0.956022, 0.941193, 0.306096, -0.417430
14.992252, 0.960995, 0.957875, 0.313629, -0.215413
15.000253, 0.965676, 0.956916, 0.321257, -0.303416
15.008253, 0.970062, 0.965784, 0.328897, -0.406765
15.016253, 0.974152, 0.971153, 0.336693, -0.093124
15.024254, 0.977946, 0.971153, 0.344526, -0.247519
15.032254, 0.981442, 0.976570, 0.352382, -0.371482
15.040255, 0.984639, 0.982946, 0.360142, -0.231049
15.048255, 0.987536, 0.978080, 0.367926, -0.350111
15.056255, 0.990133, 0.989825, 0.375770, -0.230199
15.064256, 0.992428, 0.992293, 0.383721, -0.237535
15.072256, 0.994420, 0.995697, 0.391685, -0.499280
15.080256, 0.996110, 0.997063, 0.399709, -0.110042
15.088257, 0.997496, 0.994115, 0.407660, -0.366867
15.096257, 0.998578, 0.999795, 0.415576, -0.338952
15.104258, 0.999356, 1.002312, 0.423515, -0.306020
15.112258, 0.999830, 0.995457, 0.431479, -0.430845
15.120258, 1.000000, 1.007154, 0.439490, -0.153942
15.128259, 0.999864, 1.000251, 0.447585, -0.329799
15.136259, 0.999424, 1.006459, 0.455548, -0.475227
15.144259, 0.998680, 1.005308, 0.463595, -0.132429
15.152260, 0.997632, 1.000467, 0.471558, -0.364484
15.160260, 0.996279, 1.005308, 0.479617, -0.301596
15.168261, 0.994623, 0.996608, 0.487652, -0.340526
15.176261, 0.992665, 0.994570, 0.495579, -0.415120
15.184261, 0.990404, 0.998190, 0.503565, -0.179531
15.192262, 0.987841, 0.989825, 0.511432, -0.595072
15.200262, 0.984977, 0.995697, 0.519371, -0.349447
15.208262, 0.981813, 0.989609, 0.527381, -0.205629
15.216263, 0.978351, 0.984264, 0.535308, -0.433178
15.224263, 0.974590, 0.982946, 0.543174, -0.218296
15.232264, 0.970532, 0.977673, 0.551016, -0.334089
15.240264, 0.966179, 0.975707, 0.558798, -0.505901
15.248264, 0.961532, 0.973526, 0.566557, -0.260683
15.256265, 0.956591, 0.961973, 0.574315, -0.554701
15.264265, 0.951360, 0.966431, 0.582037, -0.360491
15.272265, 0.945838, 0.959648, 0.589735, -0.278228
15.280266, 0.940028, 0.950876, 0.597397, -0.318114
15.288266, 0.933932, 0.946466, 0.605059, -0.297009
15.296267, 0.927552, 0.937645, 0.612517, -0.408225
15.304267, 0.920889, 0.930047, 0.619987, -0.550004
15.312267, 0.913946, 0.929472, 0.627445, -0.117072
15.320268, 0.906724, 0.918351, 0.634783, -0.416648
15.328268, 0.899226, 0.916026, 0.642121, -0.477215
15.336268, 0.891454, 0.911352, 0.649866, -0.252984
15.344269, 0.883411, 0.896012, 0.657168, -0.349250
15.352269, 0.875098, 0.891482, 0.664266, -0.359088
15.360270, 0.866519, 0.882590, 0.671424, -0.318132
15.368270, 0.857676, 0.867490, 0.678377, -0.480652
15.376270, 0.848572, 0.867106, 0.685380, -0.256665
15.384271, 0.839209, 0.858669, 0.692189, -0.205654
15.392271, 0.829591, 0.844001, 0.699011, -0.429357
15.400271, 0.819720, 0.842299, 0.705737, -0.388584
15.408272, 0.809599, 0.830075, 0.712427, -0.144410
